No,ref_x,ref_y,ref_Y,x,y,Y,diff_x,diff_y,diff_Y
0,0.40034267533564794,0.358395528822419,0.10004314904901833,0.4000301843020437,0.3620787225993797,0.0991504918032787,0.00031249103360425634,-0.0036831937769606915,0.0008926572457396281
1,0.3876832294685742,0.3535101571694068,0.34721707130770607,0.38614306240151397,0.3548069938524424,0.34623108196721314,0.0015401670670602274,-0.001296836683035596,0.000985989340492932
2,0.24564793870287263,0.26646779586295116,0.1850434005103604,0.24442936897712284,0.26798414221235395,0.18405626229508198,0.0012185697257497963,-0.0015163463494027862,0.0009871382152784047
3,0.3421046234230398,0.4297661343582058,0.13218328725913034,0.3408811818009789,0.4314294754193503,0.13058986885245902,0.0012234416220608946,-0.0016633410611444632,0.0015934184066713208
4,0.26685932185493527,0.2527083201617658,0.23173762483579657,0.26465628312489475,0.2534274135213217,0.23189113114754098,0.0022030387300405185,-0.000719093359555889,-0.00015350631174440577
5,0.2559671009806694,0.3562684033461468,0.4197130455964393,0.25532550694475903,0.35595871264610784,0.4191618196721312,0.0006415940359103534,0.00030969070003894483,0.0005512259243081186
6,0.5102448828710143,0.4018780204658818,0.3071386826806768,0.5084874842921997,0.4070264136825178,0.3078634426229508,0.0017573985788146285,-0.005148393216636016,-0.0007247599422740003
7,0.20456721622639115,0.17974926378600994,0.11481768181864038,0.20438559842858275,0.18070456603052418,0.11541993442622951,0.0001816177978083977,-0.0009553022445142334,-0.0006022526075891294
8,0.4695295580164727,0.3112463623712632,0.19089959561358105,0.46886798471385227,0.31499812709820985,0.19207806557377047,0.0006615733026204551,-0.0037517647269466603,-0.0011784699601894155
9,0.2948846316869658,0.2188605894688339,0.0639013225919684,0.2932241124349511,0.22138493066473247,0.06413170491803279,0.0016605192520147138,-0.0025243411958985607,-0.00023038232606438502
10,0.3748765407451639,0.4922454986011077,0.44265297243363017,0.37460164883833497,0.49419007546903587,0.44199288524590163,0.0002748919068289446,-0.0019445768679281494,0.0006600871877285308
11,0.47629527669378086,0.44022638498998473,0.4306927834858446,0.47537873575208023,0.44395850330866526,0.4304995737704918,0.0009165409417006276,-0.003732118318680533,0.0001932097153528045
12,0.1805215512502127,0.14263986066084183,0.05926668753098106,0.17993030518265907,0.14303845926890768,0.0592497868852459,0.0005912460675536191,-0.0003985986080658477,1.6900645735160036e-05
13,0.2992426783062287,0.48264113334273373,0.2318426168645224,0.2991943899457767,0.4831156329905454,0.22946959016393442,4.8288360452009016e-05,-0.00047449964781165477,0.002373026700587977
14,0.5449674671940867,0.3212602086367201,0.12300784419571001,0.5438199991212547,0.32614149059893566,0.12387708196721312,0.0011474680728320585,-0.0048812819622155446,-0.0008692377715031063
15,0.45040535304137036,0.47221322334166466,0.5926147095110404,0.4498394291117469,0.4755125998120072,0.5937169016393443,0.0005659239296234575,-0.003299376470342563,-0.0011021921283038694
16,0.3761579742259183,0.24386296604424207,0.19942902890548989,0.3762592025531087,0.2472070116338859,0.20041244262295083,-0.00010122832719039465,-0.0033440455896438237,-0.0009834137174609403
17,0.20702341175516478,0.26528428231859325,0.2052774518709833,0.20684333406207847,0.26548756597458345,0.20538601639344262,0.00018007769308631127,-0.00020328365599020515,-0.00010856452245930348
18,0.3139630873871606,0.3314834535141697,0.9129241109375164,0.31231720868808743,0.33324395476094565,0.9182796721311475,0.0016458786990731777,-0.0017605012467759584,-0.00535556119363112
19,0.3110528037852248,0.32873234773203014,0.5894597055881561,0.30966398077740703,0.32921622111453197,0.591847786885246,0.0013888230078177854,-0.00048387338250183154,-0.0023880812970898946
20,0.31026425213448927,0.3283375576828032,0.3632314226370911,0.30788929631095074,0.3308525839786634,0.3647126557377049,0.002374955823538527,-0.002515026295860201,-0.0014812331006138213
21,0.3116031753623214,0.3282676120111517,0.19147911656392647,0.30937314560937035,0.32962800998067576,0.19143313114754099,0.002230029752951057,-0.0013603979695240853,4.598541638548004e-05
22,0.3071117757221561,0.32465175602028423,0.08834589674298668,0.30559437150214724,0.3258718515360573,0.08842981967213114,0.0015174042200088445,-0.0012200955157730675,-8.392292914445598e-05
23,0.3075207962265466,0.32356697668427986,0.031113692599104355,0.30163792131279754,0.3255188345573033,0.03123134426229508,0.005882874913749059,-0.0019518578730234326,-0.00011765166319072443
