3.600000000000000000e+02,1.565575646601052905e-03,1.521324483100633396e-03,3.051804379339284352e-04,3.392080567635614302e-03
3.610000000000000000e+02,1.484702830548561853e-03,1.062027924010071041e-03,5.432211795223925929e-04,3.089951934081025704e-03
3.620000000000000000e+02,1.403830014496070802e-03,6.027313649195087950e-04,7.827878233005263441e-04,2.789349202716106049e-03
3.630000000000000000e+02,1.251239795529106476e-03,5.508506904707408851e-04,1.000991836423285354e-03,2.803082322423132607e-03
3.640000000000000000e+02,9.994659342336155439e-04,1.040665293354696083e-03,1.193255512321660192e-03,3.233386739909971819e-03
3.650000000000000000e+02,7.476920729381246120e-04,1.530479896238651173e-03,1.383993286030365220e-03,3.662165255207141222e-03
3.660000000000000000e+02,7.995727473868925218e-04,1.278706034943160024e-03,1.361104753185320669e-03,3.439383535515373215e-03
3.670000000000000000e+02,9.353780422674907785e-04,8.194094758525978864e-04,1.277180132753490648e-03,3.031967650873579421e-03
3.680000000000000000e+02,1.051346608682383454e-03,4.013122758831159085e-04,1.200885023270008376e-03,2.653543907835507684e-03
3.690000000000000000e+02,1.014724956130311911e-03,2.532997634851606337e-04,1.184100099183642198e-03,2.452124818799114852e-03
3.700000000000000000e+02,9.765774013885709925e-04,1.037613488975356842e-04,1.165789272907606644e-03,2.246128023193713456e-03
3.710000000000000000e+02,9.399557488364996671e-04,2.395666437781338596e-04,1.062027924010070824e-03,2.241550316624704459e-03
3.720000000000000000e+02,9.002822919050890464e-04,6.637674525062943736e-04,8.712901503013657963e-04,2.435339894712749108e-03
3.730000000000000000e+02,8.606088349736782089e-04,1.089494163424124373e-03,6.790264744029907411e-04,2.629129472800793323e-03
3.740000000000000000e+02,1.022354467078660312e-03,8.804455634393835734e-04,6.225680933852140511e-04,2.525368123903257937e-03
3.750000000000000000e+02,1.219195849546044147e-03,5.645838101777675509e-04,5.889982452124820208e-04,2.372777904936293827e-03
3.760000000000000000e+02,1.324483100633249344e-03,3.631647211413748270e-04,5.798428320744639184e-04,2.267490653849088197e-03
3.770000000000000000e+02,1.112382696269169141e-03,5.722133211261157346e-04,6.591897459372854850e-04,2.343785763332570469e-03
3.780000000000000000e+02,8.987563897154192362e-04,7.797360189211871573e-04,7.370107576104372414e-04,2.415503166247043743e-03
3.790000000000000000e+02,9.292744335088120797e-04,8.743419546807049830e-04,8.606088349736782089e-04,2.664225223163195488e-03
3.800000000000000000e+02,1.132219424734874505e-03,8.865491721980621638e-04,1.016250858319981722e-03,3.035019455252918608e-03
3.810000000000000000e+02,1.335164415960936931e-03,9.002822919050889380e-04,1.170366979476615641e-03,3.405813687342641293e-03
3.820000000000000000e+02,1.243610284580758509e-03,1.014724956130311911e-03,1.129167620355535102e-03,3.387502861066605305e-03
3.830000000000000000e+02,1.141374837872892066e-03,1.133745326924544099e-03,1.080338750286106812e-03,3.355458915083543193e-03
3.840000000000000000e+02,1.115434500648508544e-03,1.202410925459677970e-03,1.083390554665445999e-03,3.401235980773632730e-03
3.850000000000000000e+02,1.239032578011749295e-03,1.182574196993972822e-03,1.185626001373312009e-03,3.607232776379034125e-03
3.860000000000000000e+02,1.361104753185320669e-03,1.159685664148928054e-03,1.287861448081178018e-03,3.808651865415426958e-03
3.870000000000000000e+02,1.402304112306401208e-03,1.049820706492713860e-03,1.219195849546044147e-03,3.671320668345159216e-03
3.880000000000000000e+02,1.412985427634088579e-03,9.048599984740977181e-04,1.084916456855115592e-03,3.402761882963302106e-03
3.890000000000000000e+02,1.426718547341115570e-03,7.721065079728389735e-04,9.399557488364996671e-04,3.138780804150454427e-03
3.900000000000000000e+02,1.507591363393606405e-03,7.370107576104372414e-04,7.248035400930800606e-04,2.969405661097123707e-03
3.910000000000000000e+02,1.585412375066758270e-03,7.034409094377051027e-04,5.081254291599908608e-04,2.796978713664454233e-03
3.920000000000000000e+02,1.721217669947356418e-03,6.713969634546425574e-04,4.119935912108033875e-04,2.804608224612801983e-03
3.930000000000000000e+02,1.916533150225070660e-03,6.408789196612497139e-04,4.364080262455176948e-04,2.993820096131838068e-03
3.940000000000000000e+02,2.111848630502784901e-03,6.103608758678567619e-04,4.623483634699015955e-04,3.184557869840543530e-03
3.950000000000000000e+02,1.972991531242847350e-03,6.408789196612498223e-04,5.798428320744640268e-04,3.193713282978561090e-03
3.960000000000000000e+02,1.788357366292820695e-03,6.775005722133211478e-04,7.095445181963836931e-04,3.175402456702525536e-03
3.970000000000000000e+02,1.686121919584954686e-03,6.637674525062943736e-04,7.354848554207675396e-04,3.085374227512016707e-03
3.980000000000000000e+02,1.797512779430838472e-03,5.218585488670176350e-04,5.004959182116426770e-04,2.819867246509498784e-03
3.990000000000000000e+02,1.907377737087052882e-03,3.814755474174105440e-04,2.670328831921873537e-04,2.555886167696650672e-03
4.000000000000000000e+02,1.991302357518882904e-03,7.385366598001067264e-04,2.944991226062409562e-04,3.024338139925230370e-03
4.010000000000000000e+02,2.063019760433356178e-03,1.329060807202258341e-03,4.470893415732050654e-04,3.839169909208819259e-03
4.020000000000000000e+02,2.117952239261463275e-03,1.841763942931258198e-03,5.996795605401694998e-04,4.559395742732890756e-03
4.030000000000000000e+02,1.977569237811856347e-03,1.486228732738231447e-03,7.537956816968033108e-04,4.217593652246890562e-03
4.040000000000000000e+02,1.840238040741588605e-03,1.130693522545205129e-03,9.048599984740977181e-04,3.875791561760891235e-03
4.050000000000000000e+02,1.709010452429999237e-03,9.781033035782408028e-04,9.170672159914548989e-04,3.604180971999694939e-03
4.060000000000000000e+02,1.583886472877088459e-03,1.034561684596017276e-03,7.843137254901960459e-04,3.402761882963301673e-03
4.070000000000000000e+02,1.460288395513847492e-03,1.091020065613794183e-03,6.500343327992675994e-04,3.201342793926909274e-03
4.080000000000000000e+02,1.687647821774624279e-03,8.026245517662318170e-04,6.729228656443122592e-04,3.163195239185168355e-03
4.090000000000000000e+02,1.953154802777141985e-03,4.806591897459373667e-04,7.125963225757228799e-04,3.146410315098802177e-03
4.100000000000000000e+02,2.201876859693293730e-03,3.631647211413747186e-04,7.034409094377049943e-04,3.268482490272373118e-03
4.110000000000000000e+02,2.412451361867704123e-03,6.881818875410086267e-04,5.905241474021515058e-04,3.691157396810864147e-03
4.120000000000000000e+02,2.623025864042114949e-03,1.011673151750972725e-03,4.760814831769283155e-04,4.110780498970015989e-03
4.130000000000000000e+02,2.778667887388418245e-03,1.060502021820401448e-03,6.195162890058746475e-04,4.458686198214694557e-03
4.140000000000000000e+02,2.912947280079346800e-03,1.014724956130311911e-03,8.529793240253300251e-04,4.780651560234988953e-03
4.150000000000000000e+02,3.068589303425650096e-03,9.674219882505532154e-04,1.042191195544365677e-03,5.078202487220568988e-03
4.160000000000000000e+02,3.318837262531471651e-03,9.308003356984817815e-04,1.005569542992294351e-03,5.255207141222247025e-03
4.170000000000000000e+02,3.570611123826963017e-03,8.911268787670710524e-04,9.674219882505532154e-04,5.429159990844587176e-03
4.180000000000000000e+02,3.457694361791409203e-03,7.248035400930800606e-04,1.054398413061722857e-03,5.236896314946211904e-03
4.190000000000000000e+02,3.089951934081025704e-03,4.669260700389104299e-04,1.225299458304722738e-03,4.782177462424658763e-03
4.200000000000000000e+02,2.746623941405355700e-03,2.273594262607767330e-04,1.380941481651026034e-03,4.354924849317157870e-03
4.210000000000000000e+02,3.288319218738078916e-03,7.476920729381246120e-04,9.414816510261692604e-04,4.977492942702372788e-03
4.220000000000000000e+02,3.826962691691462512e-03,1.268024719615472654e-03,5.020218204013122704e-04,5.597009231708247219e-03
4.230000000000000000e+02,4.341191729610132180e-03,1.513694972152285212e-03,3.753719386587319536e-04,6.230258640421149074e-03
4.240000000000000000e+02,4.821850919356069493e-03,1.435873960479133130e-03,6.103608758678567619e-04,6.868085755703058626e-03
4.250000000000000000e+02,5.300984206912336995e-03,1.358052948805981482e-03,8.468757152666514347e-04,7.505912870984969912e-03
4.260000000000000000e+02,5.626001373311971011e-03,1.365682459754329666e-03,9.048599984740978265e-04,7.896543831540397962e-03
4.270000000000000000e+02,5.934233615625238850e-03,1.380941481651026250e-03,9.445334554055086641e-04,8.259708552681774632e-03
4.280000000000000000e+02,6.356908522163729446e-03,1.304646372167543979e-03,9.506370641641871460e-04,8.612191958495460029e-03
4.290000000000000000e+02,6.994735637445639864e-03,1.058976119630731638e-03,8.911268787670710524e-04,8.944838635843442229e-03
4.300000000000000000e+02,7.634088654917220093e-03,8.133058670939192960e-04,8.316166933699549587e-04,9.279011215381095107e-03
4.310000000000000000e+02,8.621347371633478890e-03,7.980468451972229284e-04,9.063859006637674199e-04,1.032578011749446870e-02
4.320000000000000000e+02,9.698634317540245214e-03,8.438239108873120311e-04,1.016250858319981722e-03,1.155870908674754005e-02
4.330000000000000000e+02,1.086747539482719148e-02,9.613183794918746250e-04,1.098649576562142367e-03,1.292744335088120804e-02
