390,3.38E-05,0.000360036931,-1.14E-05,0.0002896105919,-7.66E-05,4.10E-05,0.0007619857382,-3.89E-05,0.0003020140381,-1.50E-05
395,0.0001019863456,0.0007641326767,-2.56E-05,0.0006549124078,-0.0001515393972,0.0001143410196,0.001425205105,-9.73E-05,0.0006585906561,-4.20E-05
400,0.000183223453,0.001308466588,-8.24E-05,0.001256337334,-0.0003847789734,0.0002355574351,0.002103141768,-0.000273776979,0.001174375794,-0.000130876351
405,0.0001363165585,0.0017550714,-0.0003197412181,0.002178915351,-0.001060730639,0.0003740722749,0.002496474129,-0.0008114391551,0.001709848688,-0.0004328356475
410,-4.01E-05,0.002275094802,-0.0008792111083,0.003569664215,-0.002269358377,0.0005547113915,0.002905577886,-0.001918227637,0.002403530858,-0.001125995759
415,-0.0004793666906,0.002589196152,-0.001933680128,0.005190818028,-0.003986197066,0.0006733691389,0.003008883249,-0.003763445244,0.002995856517,-0.002476952155
420,-0.0006405982258,0.003397825941,-0.003184010828,0.007735977381,-0.005468763907,0.001232153607,0.003702277952,-0.005798299522,0.004100256319,-0.004201542747
425,0.0003113177276,0.005469308151,-0.003759890283,0.01143487223,-0.005688055637,0.002819826471,0.005546857848,-0.006956242738,0.006418765836,-0.005562471147
430,0.002597338259,0.009010700423,-0.003454303701,0.01726531084,-0.004852109148,0.006058597406,0.008687758108,-0.007305638728,0.01034455251,-0.006317636336
435,0.007285044424,0.01492804872,-0.001199973866,0.02565791192,-0.002210150814,0.01183736614,0.01402925803,-0.005986190165,0.01685315142,-0.005883038177
440,0.0129021095,0.02141105182,0.002261977115,0.03522994661,0.001229676684,0.01897568885,0.01969834906,-0.003720808005,0.02407781271,-0.004383448545
445,0.02020124965,0.02886777663,0.007914410242,0.04652550141,0.006447163741,0.02833959474,0.02609598714,0.0008581816392,0.03266611246,-0.000525725616
450,0.02909929053,0.03759951296,0.01570439601,0.05985905641,0.01267296786,0.03997613343,0.03296769031,0.007122723852,0.0426884847,0.005631233159
455,0.04051777452,0.04854025952,0.02634177318,0.07650661938,0.02107949508,0.05487887476,0.04201418721,0.01593409048,0.05537664564,0.01508545082
460,0.05632014991,0.0640672038,0.04105434948,0.09888665394,0.03244062757,0.07481506546,0.05542789328,0.02780142846,0.07302591006,0.02824175894
465,0.07937402484,0.08750423108,0.06222077953,0.1284811479,0.04986891555,0.1018271513,0.07637232356,0.04552045194,0.09832829559,0.04730481456
470,0.1069641472,0.1157960769,0.08777441483,0.1609156366,0.07220057787,0.1320227815,0.1022994197,0.06811512544,0.1279200904,0.07074922868
475,0.1357419581,0.1441105773,0.1159270785,0.1952658454,0.09602851618,0.1646988079,0.1283147666,0.09292935967,0.1581019834,0.09776958273
480,0.1659697502,0.173429763,0.1457896965,0.233253738,0.1201797942,0.2003412902,0.1548975444,0.1187881209,0.1901523365,0.1269625515
485,0.1975541162,0.2042941316,0.1778660046,0.2718806342,0.1442295294,0.2368563241,0.1817443831,0.1456691865,0.2237190268,0.1585109055
490,0.2319680876,0.2382597543,0.2122349116,0.3139091402,0.17210073,0.2763835974,0.212402548,0.17554336,0.2602006381,0.1922852479
495,0.2810660728,0.2878618875,0.2597472637,0.3684206258,0.2135901634,0.3285167809,0.2586619989,0.2192208201,0.311625611,0.2383567441
500,0.3456026383,0.354800075,0.3210165298,0.4311667732,0.2759564754,0.3901140854,0.325195151,0.2807756417,0.3773961744,0.2966110797
505,0.4261987079,0.4385218396,0.3967859736,0.5046132159,0.3592572243,0.4638775865,0.4115097149,0.3615289142,0.4578274125,0.3692734579
510,0.5198897938,0.5359050054,0.4860776043,0.5833340493,0.4624060313,0.5454231071,0.5146406075,0.4605769501,0.5489883082,0.4558458937
515,0.6203256204,0.6400701621,0.5817250137,0.6656690465,0.5796939888,0.6318299988,0.627969115,0.5711978377,0.645267548,0.5497092462
520,0.7175105964,0.7415740907,0.6751416059,0.7419859315,0.6930519191,0.7127922119,0.7368780049,0.6798077158,0.7381397098,0.6417388601
525,0.7932413739,0.8197818579,0.7520269289,0.7972992111,0.7849471713,0.7742649174,0.8207209984,0.7682895746,0.8085128734,0.7190696499
530,0.8549649594,0.8819475868,0.815257934,0.8426395448,0.8630396914,0.8259607114,0.8892372982,0.8427152077,0.8645417191,0.7845025635
535,0.9028494787,0.9293057768,0.8648181152,0.881025626,0.9206561444,0.8691404094,0.9399622884,0.8993327706,0.9081648875,0.8371225924
540,0.9481961808,0.9728189956,0.9156752936,0.9155246583,0.9717741636,0.91029078,0.9833401526,0.9535869795,0.9487042828,0.8930342362
545,0.972943863,0.9940303387,0.9496592431,0.9292525159,1.002303229,0.9317648845,1.003736997,0.9872213174,0.9682291521,0.9326868572
