390,0.003774670254,0.01430952563,0.0008695301306,0.005194340364,0.00448199668,0.001848973362,0.02573596952,0.001424784104,0.009361753776,0.0005008847878
395,0.008699964558,0.02675424424,0.002478384979,0.01122287244,0.01023059998,0.004703217187,0.04364264014,0.003847149696,0.01864968654,0.00152082795
400,0.01973198412,0.04890639503,0.006996956891,0.02388695453,0.02303192006,0.01179699248,0.07290925417,0.0102332416,0.03657374636,0.004568928052
405,0.04318274232,0.08638470638,0.01907369572,0.04921108563,0.0497048786,0.02859418456,0.1174175655,0.0262030461,0.06904686212,0.01327433857
410,0.08290017384,0.138551964,0.04385855953,0.08999639591,0.09372655605,0.05984336432,0.1733316842,0.05710987648,0.1169973007,0.03199420494
415,0.1364654755,0.1959693379,0.08518428247,0.142660067,0.1510663646,0.1067351623,0.2285260479,0.1050658203,0.1738429665,0.06628831625
420,0.1945679138,0.2481734275,0.1374927427,0.2004593388,0.2076896498,0.1632891386,0.2710718694,0.160861024,0.2294526941,0.1113440096
425,0.2405885891,0.2806888792,0.1876048134,0.2476213163,0.2470942261,0.2145355718,0.2911849618,0.2086612741,0.2690124734,0.1578853426
430,0.2843426772,0.3085466001,0.239001152,0.2915994483,0.2837348985,0.2649266623,0.3075385007,0.2560307641,0.3035530194,0.2053520822
435,0.3184316468,0.3256075178,0.2887827954,0.3223502341,0.3133694473,0.3075360274,0.3157160767,0.3008054837,0.3264923995,0.2602764141
440,0.3470469579,0.3378359174,0.3340619454,0.3469612242,0.3382894615,0.3442031004,0.3205161325,0.340960195,0.3437556241,0.3119752416
445,0.3442793982,0.3232392578,0.3494656712,0.3440066383,0.3280025168,0.3511979304,0.3002909778,0.3469003457,0.3329751779,0.3401127506
450,0.3280870453,0.2960629827,0.3509968122,0.3304676704,0.3038394653,0.3451796224,0.2709641189,0.3367956795,0.310828658,0.354606809
455,0.2902931608,0.2561305325,0.3223371048,0.2923185236,0.2633474414,0.3094170902,0.2332560202,0.3024006395,0.2698538026,0.3350610313
460,0.2580211557,0.2239410719,0.2938980044,0.2559791495,0.2329499392,0.274878289,0.2036438632,0.2750301066,0.2342081739,0.313540045
465,0.2336183645,0.1983339485,0.2732802289,0.2232780084,0.2171202286,0.2438410031,0.1863792592,0.2600730313,0.2053152716,0.2983236766
470,0.1935051973,0.1601542813,0.2318210926,0.1781136344,0.1864807611,0.1961826615,0.1587132806,0.2252352459,0.1642419867,0.2565344207
475,0.1423997214,0.114410063,0.1759667238,0.126898946,0.1381080208,0.1401214783,0.1193068941,0.173121542,0.1150220294,0.1991043145
480,0.09477602732,0.07465400613,0.1195658841,0.08224420194,0.08767089328,0.08935577205,0.08165477141,0.1194149518,0.07024710734,0.1389503924
485,0.05850375536,0.04422967077,0.07499945082,0.05168254546,0.05013167595,0.05312789316,0.05296715372,0.07628224173,0.03837409608,0.08947162481
490,0.03267645541,0.02437014285,0.04086184908,0.03092392557,0.0207556995,0.02641391762,0.0344988829,0.04305283316,0.01552202529,0.04967332814
495,0.01853362162,0.01533138499,0.01809541304,0.02445042385,0.002066256773,0.01452721397,0.02601710937,0.02065193553,0.003759597798,0.02136439202
500,0.01340460306,0.014248092,0.005320352263,0.02765531767,-0.00767640912,0.01230554544,0.02571820708,0.00618017034,0.002237767095,0.002114870219
505,0.01388883652,0.02021044699,-0.003346097895,0.03756936819,-0.0157389377,0.01648792785,0.03183320482,-0.006075511559,0.005443600474,-0.01409793843
510,0.02449705536,0.0369361491,-0.003440331365,0.05886401846,-0.01300105738,0.03243617754,0.04693955689,-0.01062238731,0.02031088963,-0.0226404841
515,0.04986441421,0.06996777382,0.01073607966,0.09110133174,0.001072091513,0.05985202042,0.07832198193,-0.001460189712,0.04721270566,-0.01723295466
520,0.0835064483,0.1112612682,0.03343662344,0.1313597745,0.03110366892,0.09757005844,0.1161759395,0.016855057,0.08403311527,-0.003534918929
525,0.1268331017,0.1597134847,0.06929163583,0.1783425217,0.08018018859,0.1431301061,0.1598890166,0.05079582436,0.1340905065,0.02474204159
530,0.1772924512,0.2162453496,0.1137483896,0.2279795481,0.1304725143,0.191188935,0.2124270318,0.09486987618,0.1876346143,0.06336575264
535,0.2311543889,0.2767451529,0.1618923459,0.2807118742,0.1801502227,0.2421183033,0.2690618987,0.1435816687,0.2420003079,0.1072388646
540,0.2949247485,0.345710411,0.2215510949,0.3429525096,0.246592693,0.3047264639,0.3309067377,0.2048138559,0.3092977869,0.1634076869
545,0.3598864558,0.4111361643,0.2888177128,0.4041606421,0.3241281528,0.3678789959,0.3887925091,0.2748318706,0.3817421543,0.2297084118
550,0.4233477074,0.474294004,0.3558388028,0.462833688,0.3870059974,0.4264304645,0.4497314827,0.3452561169,0.4462153392,0.2989714937
