476,12798.9,2501.5,176.6,15513.4,17632.8,2603.6,132.9,20518.6,18931.5,2200.4,120.2,21272.5,
477,11725.5,2929.0,168.9,14892.4,16125.1,3054.2,137.2,19477.4,17307.2,2598.8,125.7,20055.4,
478,10689.9,3369.9,161.8,14309.2,14671.1,3523.6,140.3,18504.2,15741.2,3005.1,128.6,18906.5,
479,9820.9,3869.3,157.5,13892.1,13453.2,4075.9,138.2,17830.1,14431.9,3446.1,119.9,18057.8,
480,8951.8,4368.7,153.2,13475.0,12235.3,4628.1,136.0,17156.1,13122.6,3887.1,111.2,17209.1,
481,8216.7,4889.2,172.0,13284.2,11291.9,5173.5,132.9,16709.2,12080.2,4324.7,102.2,16592.6,
482,7532.3,5417.8,199.5,13178.6,10452.1,5716.3,129.5,16348.0,11138.3,4761.1,93.1,16063.6,
483,6878.8,5913.1,206.0,13068.1,9623.8,6235.8,125.1,16007.1,10229.1,5186.7,86.9,15555.6,
484,6308.4,6319.3,156.1,12944.3,8826.3,6692.7,118.0,15720.7,9407.2,5583.1,88.1,15103.6,
485,5737.9,6725.5,106.2,12820.5,8028.9,7149.6,110.8,15434.2,8585.2,5979.6,89.4,14651.5,
486,5320.2,7146.6,118.6,12805.4,7391.5,7592.6,117.0,15232.8,7935.5,6375.0,93.6,14368.7,
487,4935.5,7570.9,144.5,12813.8,6788.8,8032.6,126.0,15049.8,7322.9,6770.2,98.3,14122.5,
488,4621.9,8049.3,162.5,12949.8,6305.5,8541.8,139.4,15040.9,6810.0,7193.7,110.5,14031.9,
489,4425.4,8616.6,167.5,13295.9,6019.1,9165.1,159.7,15318.5,6461.2,7663.7,135.1,14197.4,
490,4228.9,9183.9,172.5,13642.1,5732.6,9788.3,180.0,15596.2,6112.4,8133.7,159.7,14362.9,
491,3965.3,9657.9,152.6,13863.0,5418.7,10309.7,148.9,15764.4,5766.9,8525.9,139.6,14448.1,
492,3697.3,10125.8,131.1,14075.7,5103.1,10824.4,114.5,15925.4,5421.6,8913.0,116.6,14528.1,
493,3495.2,10641.5,130.4,14370.1,4822.8,11348.0,101.2,16181.2,5142.8,9350.1,108.1,14677.0,
494,3358.3,11204.6,150.1,14745.1,4577.6,11880.5,108.9,16530.5,4929.6,9836.6,113.7,14894.1,
495,3220.4,11768.1,169.0,15124.6,4335.5,12415.0,117.2,16883.0,4714.4,10323.5,118.7,15117.2,
496,3071.3,12338.0,176.3,15561.1,4132.8,12975.2,132.1,17274.5,4472.9,10817.0,114.7,15416.8,
497,2922.3,12907.8,183.6,15997.7,3930.1,13535.4,147.0,17666.0,4231.4,11310.5,110.8,15716.5,
498,2788.3,13556.5,174.9,16520.2,3768.9,14211.8,157.5,18174.7,4038.7,11900.2,116.3,16097.1,
499,2662.5,14247.7,157.5,17089.2,3630.1,14950.9,165.7,18746.7,3872.3,12541.8,126.9,16521.4,
500,2542.1,14926.1,148.2,17643.7,3484.5,15676.9,171.1,19301.7,3712.9,13160.0,134.6,16941.2,
501,2440.3,15561.3,165.9,18149.8,3316.1,16358.5,166.7,19799.8,3576.8,13699.9,132.7,17345.4,
502,2338.5,16196.4,183.6,18655.8,3147.6,17040.0,162.3,20297.9,3440.8,14239.8,130.7,17749.7,
503,2217.1,17031.2,172.9,19438.2,3006.2,17928.7,150.4,21007.7,3252.5,15010.9,122.8,18361.6,
504,2091.3,17911.4,155.7,20283.3,2870.9,18864.5,136.7,21765.5,3052.2,15834.5,113.6,19020.7,
505,1976.7,18739.8,151.5,21049.0,2724.8,19753.1,128.6,22506.2,2879.8,16588.6,99.1,19597.8,
506,1878.5,19492.3,166.3,21698.1,2563.1,20572.5,128.6,23221.9,2748.0,17240.6,76.9,20054.8,
507,1780.3,20244.9,181.1,22347.1,2401.5,21391.7,128.6,23937.4,2616.2,17892.6,54.8,20511.8,
508,1659.9,20965.7,146.4,22835.3,2289.0,22108.7,133.8,24467.5,2435.5,18548.8,82.7,20989.7,
509,1539.6,21686.5,111.6,23323.5,2176.6,22825.7,139.0,24997.7,2254.9,19204.9,110.6,21467.6,
510,1419.6,22243.1,129.7,23755.1,2010.5,23389.3,150.0,25361.1,2071.5,19684.3,135.1,21809.5,
511,1299.7,22691.1,182.9,24149.1,1808.9,23851.4,165.0,25614.2,1886.4,20046.7,157.3,22061.3,
512,1184.5,23117.0,227.9,24513.2,1619.6,24292.0,174.0,25869.5,1709.1,20395.4,170.3,22287.5,
513,1087.3,23458.8,242.4,24763.2,1476.9,24650.3,160.7,26133.7,1561.6,20691.9,148.2,22415.7,
514,990.1,23800.5,256.8,25013.2,1334.2,25008.6,147.3,26397.9,1414.0,20988.5,126.1,22543.9,
515,911.0,24254.3,225.8,25394.4,1211.4,25429.2,147.2,26764.4,1287.6,21344.5,129.2,22815.0,
516,836.0,24732.9,184.6,25804.6,1093.0,25863.5,149.9,27153.6,1165.8,21713.8,137.8,23117.8,
