ColorCompass Spectrum data( MFA Model)
device,18F00145,18F00145,18F00145,18F00145,18F00145,18F00145,18F00145,18F00145,18F00145,18F00145,18F00145,18F00145,18F00145,18F00145,18F00145,18F00145,18F00145,18F00145,18F00145,18F00145,
date,2022/06/25,2022/06/25,2022/06/25,2022/06/25,2022/06/25,2022/06/25,2022/06/25,2022/06/25,2022/06/25,2022/06/25,2022/06/25,2022/06/25,2022/06/25,2022/06/25,2022/06/25,2022/06/25,2022/06/25,2022/06/25,2022/06/25,2022/06/25,
time,17:33:54,17:34:01,17:34:04,17:34:08,17:34:11,17:34:15,17:34:19,17:34:23,17:34:26,17:34:30,17:34:34,17:34:38,17:34:44,17:34:48,17:34:52,17:34:56,17:35:01,17:35:05,17:35:27,17:35:39,
469,86.6,3552.0,7086.9,10772.7,13270.7,78.8,259.0,424.5,610.7,795.9,112.3,111.2,85.9,121.1,125.4,96.8,3187.6,7047.8,10202.0,14845.3,
470,87.1,3284.9,6504.1,9892.2,12172.3,86.1,285.1,476.7,686.1,885.1,108.4,127.3,64.2,133.0,123.9,102.7,2972.3,6583.7,9488.7,13842.2,
471,75.0,3010.6,5943.1,9042.6,11118.7,93.7,305.0,527.2,775.6,989.6,96.9,116.8,61.0,131.8,124.6,100.3,2756.8,6119.4,8824.3,12889.6,
472,54.2,2731.5,5397.3,8214.5,10096.0,101.6,320.6,576.7,874.8,1104.6,80.2,87.9,70.6,121.6,126.7,92.2,2541.1,5655.0,8193.8,11971.7,
473,38.1,2459.4,4865.1,7404.4,9097.0,108.2,339.0,630.6,975.6,1223.1,67.3,64.7,78.8,115.2,131.8,85.1,2333.7,5205.1,7575.7,11073.0,
474,58.0,2240.0,4434.6,6729.0,8274.6,104.9,379.4,717.1,1087.8,1367.3,82.0,83.9,76.9,137.7,158.7,85.4,2187.7,4864.5,7050.7,10317.3,
475,77.8,2020.6,4004.1,6053.6,7452.3,101.7,419.8,803.7,1200.0,1511.4,96.7,103.0,74.9,160.3,185.7,85.7,2041.7,4523.8,6525.7,9561.6,
476,88.1,1828.0,3629.4,5462.9,6719.9,103.4,452.2,874.0,1309.3,1661.5,94.3,117.5,88.8,160.2,185.3,100.8,1932.5,4241.7,6082.7,8928.3,
477,93.4,1649.7,3285.0,4917.9,6036.0,107.7,480.3,935.6,1417.0,1814.8,82.7,129.5,111.3,148.0,170.3,123.8,1843.0,3991.3,5684.1,8361.1,
478,97.4,1478.9,2953.4,4404.9,5390.4,111.4,507.5,995.4,1518.4,1957.1,72.7,134.9,127.1,137.6,158.6,138.3,1751.7,3748.3,5311.4,7821.1,
479,96.0,1340.5,2678.5,4032.3,4913.0,111.7,531.1,1047.6,1591.7,2051.0,69.8,111.3,113.3,135.6,161.6,115.1,1651.9,3537.6,5053.0,7400.7,
480,94.5,1202.1,2403.6,3659.7,4435.5,112.0,554.7,1099.7,1665.1,2144.9,66.8,87.7,99.5,133.6,164.7,91.9,1552.2,3327.0,4794.7,6980.2,
481,90.0,1116.2,2216.5,3351.4,4058.3,101.6,570.3,1124.5,1731.9,2227.7,70.3,96.2,94.8,124.5,171.2,77.9,1478.1,3185.6,4606.9,6687.9,
482,84.3,1050.2,2062.6,3067.4,3719.1,87.3,582.8,1138.8,1796.2,2306.5,76.2,116.8,93.6,112.6,179.1,67.5,1413.6,3070.4,4445.8,6443.9,
483,82.3,976.4,1905.0,2802.2,3401.3,74.2,596.2,1152.9,1850.2,2373.8,74.2,125.4,94.8,105.2,183.2,55.7,1354.9,2953.9,4281.5,6197.7,
484,90.3,881.9,1737.6,2587.3,3141.3,64.4,612.0,1166.0,1876.8,2410.6,50.6,101.8,102.1,109.5,177.4,40.7,1311.8,2833.9,4109.1,5945.6,
485,98.3,787.4,1570.1,2372.4,2881.3,54.6,627.8,1179.1,1903.4,2447.4,27.1,78.2,109.5,113.8,171.5,25.6,1268.6,2714.0,3936.6,5693.5,
486,105.6,741.7,1466.7,2194.5,2685.2,72.2,635.4,1214.6,1946.5,2487.7,55.3,67.3,123.2,128.5,171.7,51.4,1211.0,2635.3,3792.3,5503.5,
487,112.8,706.6,1377.0,2024.6,2502.8,95.7,641.2,1255.0,1993.1,2528.8,94.7,59.2,138.2,145.4,173.1,86.1,1150.2,2565.6,3654.0,5327.0,
488,114.6,670.9,1296.9,1895.3,2341.0,109.7,657.3,1297.6,2043.7,2591.3,118.5,60.6,144.9,154.0,172.5,105.4,1112.2,2517.4,3568.0,5215.0,
489,107.3,634.5,1232.4,1832.8,2213.1,108.1,690.1,1344.1,2101.0,2689.1,116.5,77.6,138.1,148.8,168.4,99.4,1111.6,2504.7,3568.0,5209.4,
490,100.1,598.0,1168.0,1770.3,2085.2,106.5,723.0,1390.6,2158.2,2786.9,114.6,94.6,131.4,143.7,164.4,93.4,1111.0,2492.0,3568.1,5203.8,
491,82.2,565.2,1114.4,1678.3,2005.7,88.4,734.4,1433.8,2245.2,2899.2,84.4,84.5,120.2,127.2,145.6,78.4,1132.7,2480.6,3574.9,5227.6,
492,63.7,532.6,1061.6,1584.5,1929.4,69.2,744.5,1476.7,2334.2,3012.5,52.5,72.7,108.7,109.9,125.8,62.9,1155.9,2469.4,3582.0,5253.3,
493,53.5,519.0,1026.7,1529.2,1877.3,69.0,786.4,1542.8,2458.3,3172.0,44.3,74.6,97.0,109.2,126.0,55.7,1191.6,2508.4,3658.7,5353.1,
494,51.7,524.0,1009.5,1512.0,1849.2,87.5,859.7,1631.6,2617.1,3376.9,59.5,90.1,84.9,124.8,145.9,56.8,1239.7,2596.9,3804.0,5526.0,
495,49.7,528.4,994.3,1495.4,1823.4,103.8,932.3,1727.6,2781.2,3591.2,73.3,103.4,77.0,140.5,164.4,59.7,1289.1,2692.3,3955.7,5714.4,
496,46.9,524.1,1002.6,1485.8,1827.5,92.1,995.6,1913.8,3011.2,3921.2,68.5,87.9,120.7,157.1,166.4,86.0,1356.3,2872.5,4189.7,6095.8,
497,44.1,519.9,1011.0,1476.2,1831.5,80.4,1058.8,2100.0,3241.2,4251.3,63.8,72.4,164.4,173.8,168.5,112.3,1423.6,3052.6,4423.7,6477.3,
498,58.0,540.8,1041.7,1510.7,1862.9,68.6,1145.3,2306.9,3578.9,4667.6,72.4,70.4,165.9,182.4,184.8,112.4,1525.4,3295.5,4771.6,6965.3,
499,81.0,575.3,1084.4,1569.1,1909.0,56.9,1244.4,2525.0,3974.8,5130.5,88.4,75.8,144.6,186.6,208.9,98.3,1645.9,3572.3,5181.1,7511.0,
500,100.3,605.9,1125.8,1627.5,1964.0,57.3,1353.2,2757.0,4382.6,5619.8,103.6,86.7,134.8,189.5,234.8,93.1,1771.1,3857.1,5598.1,8085.7,
501,107.4,623.4,1162.8,1685.8,2048.8,98.2,1494.3,3035.8,4830.6,6197.7,116.6,116.7,164.0,188.0,266.5,117.6,1912.3,4168.7,6040.4,8757.8,
502,114.5,640.9,1199.8,1744.2,2133.5,139.1,1635.5,3314.6,5278.6,6775.7,129.7,146.7,193.2,186.6,298.3,142.0,2053.6,4480.3,6482.8,9429.9,
503,105.8,650.2,1251.8,1802.3,2207.6,141.0,1803.4,3688.2,5847.0,7547.2,110.1,148.2,169.2,187.3,273.1,121.3,2227.1,4913.9,7107.3,10322.2,
504,93.7,657.7,1307.1,1860.3,2279.3,134.0,1977.4,4083.5,6442.8,8362.8,83.2,143.2,133.2,188.6,235.0,90.2,2407.9,5375.4,7773.2,11264.5,
505,80.2,675.4,1355.5,1931.2,2352.7,123.3,2171.5,4526.2,7133.5,9274.9,70.2,134.7,109.6,191.1,224.1,77.5,2618.1,5868.2,8488.4,12334.7,
506,65.1,708.1,1393.5,2021.2,2428.7,107.1,2395.1,5038.4,7963.6,10328.8,77.7,121.1,104.2,195.3,253.2,91.7,2871.5,6407.2,9275.8,13592.5,
507,49.9,740.7,1431.5,2111.2,2504.7,90.9,2618.7,5550.6,8793.8,11382.7,85.1,107.5,98.8,199.5,282.2,105.9,3124.9,6946.4,10063.4,14850.4,
508,57.3,745.3,1453.4,2150.6,2591.8,89.9,2896.3,6124.1,9724.1,12544.0,116.0,120.9,140.6,186.2,303.4,104.7,3407.4,7589.8,11009.5,16155.8,
509,64.7,750.0,1475.2,2190.1,2678.9,88.8,3173.8,6697.5,10654.4,13705.3,146.9,134.3,182.5,172.9,324.5,103.6,3689.9,8233.2,11955.6,17461.2,
510,86.8,769.8,1507.5,2223.7,2731.6,92.2,3444.9,7246.4,11511.2,14816.2,151.4,149.1,208.6,187.7,329.2,118.8,3946.6,8820.8,12815.8,18689.8,
511,118.8,799.6,1546.7,2253.5,2761.5,98.4,3711.5,7779.1,12319.3,15893.8,138.6,164.8,224.3,221.0,322.8,144.8,4186.3,9371.5,13619.1,19867.6,
512,143.7,815.9,1576.4,2278.7,2786.7,107.0,3970.6,8299.7,13134.9,16964.1,131.7,176.6,233.4,250.5,326.5,159.5,4426.2,9924.8,14410.8,21037.4,
513,142.1,780.3,1570.2,2286.3,2794.2,124.5,4200.9,8774.1,13979.0,18006.1,147.5,173.7,217.6,265.1,368.5,130.6,4667.5,10488.2,15158.6,22177.3,
514,140.5,744.7,1564.0,2293.9,2801.6,142.0,4431.2,9248.6,14823.1,19048.2,163.3,170.9,201.8,279.8,410.4,101.7,4908.7,11051.6,15906.4,23317.1,
515,136.7,758.7,1560.7,2304.3,2812.9,140.1,4660.4,9782.8,15660.6,20118.2,154.4,164.4,220.3,310.7,405.2,116.2,5151.1,11526.7,16677.8,24441.0,
516,132.3,783.8,1558.2,2315.3,2825.1,133.9,4889.3,10330.3,16496.7,21194.3,140.1,157.3,246.5,345.2,389.6,140.2,5393.8,11982.2,17454.5,25561.4,
517,125.7,785.0,1536.7,2296.6,2800.8,117.9,5103.3,10836.6,17281.8,22208.0,134.9,162.6,252.2,363.8,392.8,150.6,5609.3,12444.3,18184.8,26602.6,
518,116.1,755.2,1490.7,2239.5,2729.1,89.3,5297.9,11289.4,18000.8,23140.4,141.8,184.4,231.3,361.7,420.4,143.3,5789.6,12914.9,18854.8,27540.9,
519,107.4,726.3,1445.4,2182.5,2657.7,64.1,5491.5,11733.5,18706.5,24053.6,147.3,204.6,213.3,361.0,446.5,137.3,5965.4,13375.3,19505.8,28457.9,
520,115.7,712.6,1410.4,2127.8,2591.6,95.2,5670.3,12033.8,19187.6,24646.5,129.8,200.9,243.6,384.5,448.4,154.9,6066.6,13666.4,19837.9,29016.5,
521,123.9,698.8,1375.5,2073.0,2525.4,126.4,5849.1,12334.0,19668.8,25239.5,112.3,197.1,274.0,408.0,450.3,172.5,6167.8,13957.5,20169.9,29575.1,
522,134.4,678.5,1332.8,2003.9,2441.4,136.0,5989.9,12623.0,20117.5,25816.2,112.7,184.6,270.5,401.0,449.5,173.4,6279.0,14177.7,20531.6,30061.7,
523,145.9,655.2,1286.7,1928.1,2349.1,135.6,6113.0,12906.7,20551.3,26385.3,121.3,168.1,251.4,379.8,447.4,166.5,6394.8,14365.0,20906.9,30514.9,
524,150.6,634.4,1241.1,1850.8,2251.2,142.4,6217.3,13135.4,20915.3,26864.0,123.7,160.7,240.2,369.1,452.2,160.8,6488.5,14523.5,21200.8,30901.4,
525,140.7,619.0,1196.8,1769.9,2141.3,164.9,6280.6,13244.5,21127.7,27145.9,112.6,173.2,246.4,381.4,471.9,157.6,6534.0,14619.0,21317.7,31142.7,
526,130.8,603.6,1152.4,1689.1,2031.3,187.4,6344.0,13353.6,21340.0,27427.7,101.5,185.7,252.5,393.7,491.6,154.4,6579.5,14714.5,21434.5,31383.9,
527,153.1,575.7,1080.5,1601.8,1944.9,158.8,6322.6,13313.3,21257.3,27290.5,116.5,181.8,281.4,401.7,500.3,149.5,6506.3,14609.7,21290.7,31116.2,
528,176.9,547.2,1007.1,1514.1,1859.6,127.6,6296.9,13265.5,21159.7,27132.3,132.9,177.0,311.5,409.4,508.5,144.6,6427.1,14494.8,21133.9,30823.0,
529,169.0,509.0,941.8,1422.8,1745.0,104.4,6270.3,13216.8,21065.6,27010.3,135.4,181.1,295.1,386.8,500.1,132.1,6374.1,14420.8,20962.8,30582.9,
530,139.5,464.2,881.9,1328.8,1610.6,86.5,6242.9,13167.4,20973.7,26913.0,128.7,191.3,247.2,343.6,480.5,114.4,6338.7,14374.6,20782.1,30378.8,
531,117.5,421.9,826.5,1238.9,1487.7,78.5,6200.8,13089.7,20848.7,26779.5,123.8,195.3,216.8,316.7,465.7,101.4,6297.2,14279.1,20580.3,30131.5,
532,119.1,387.2,784.6,1161.7,1400.6,100.9,6112.6,12923.7,20620.3,26532.9,125.0,180.1,241.4,340.5,466.0,102.9,6236.5,14030.3,20313.0,29749.4,
533,120.6,352.6,742.7,1084.5,1313.6,123.4,6024.4,12757.7,20391.8,26286.3,126.2,164.9,265.9,364.3,466.2,104.5,6175.7,13781.4,20045.6,29367.4,
534,112.2,333.5,711.3,1022.8,1238.5,108.7,5915.7,12570.5,20059.0,25835.8,127.4,140.7,248.8,337.1,442.4,88.6,6041.8,13523.0,19666.4,28817.0,
535,102.6,316.2,681.2,962.9,1164.9,89.7,5804.7,12380.7,19714.2,25361.6,128.6,115.3,226.9,303.9,415.7,70.7,5899.4,13263.5,19274.2,28247.2,
536,104.0,303.9,642.1,888.7,1068.1,93.6,5663.1,12109.3,19283.3,24774.9,130.9,115.4,221.4,295.7,420.7,65.7,5744.7,12907.8,18774.6,27537.8,
537,114.3,295.5,595.7,803.1,952.7,115.8,5497.1,11772.4,18783.4,24098.0,134.1,135.8,229.0,307.6,450.9,71.0,5580.3,12475.0,18188.9,26716.6,
538,118.9,283.5,547.9,728.4,854.5,125.9,5343.6,11437.3,18281.8,23435.8,131.5,151.1,234.3,314.9,469.9,81.2,5419.3,12070.4,17630.3,25935.0,
539,103.5,258.3,494.8,692.4,817.2,93.1,5234.9,11108.6,17773.9,22826.2,108.2,148.1,231.7,305.6,448.6,108.5,5270.0,11765.9,17168.5,25294.5,
540,88.2,233.1,441.7,656.4,779.9,60.3,5126.3,10779.9,17265.9,22216.6,85.0,145.2,229.2,296.3,427.4,135.7,5120.8,11461.4,16706.8,24654.0,
541,93.0,216.5,423.1,597.3,721.2,72.6,4951.1,10440.0,16656.0,21434.3,82.9,142.3,245.8,296.2,391.0,116.5,4907.0,11107.9,16126.9,23766.1,
542,100.3,201.1,408.8,535.3,659.7,90.6,4767.5,10098.7,16033.4,20630.5,83.5,139.5,264.8,297.2,352.8,91.5,4685.0,10748.2,15532.2,22847.1,
543,105.7,195.8,383.0,500.3,612.4,95.0,4591.9,9722.2,15421.3,19826.0,93.8,144.8,265.1,316.3,373.3,81.8,4509.9,10322.0,14915.0,21937.4,
544,109.6,198.5,348.3,486.3,575.9,88.8,4422.3,9318.4,14817.3,19021.1,111.8,156.3,250.9,349.5,439.2,83.7,4371.0,9844.2,14280.5,21034.6,
545,109.1,198.7,320.5,466.7,534.0,85.4,4247.0,8912.2,14212.9,18207.6,122.7,161.8,239.2,363.8,472.7,82.7,4218.3,9380.0,13639.4,20126.0,
546,95.2,191.5,314.3,430.2,475.2,90.4,4053.7,8498.8,13607.0,17367.7,112.0,149.1,235.3,319.2,405.7,72.2,4022.8,8957.7,12978.1,19199.0,
547,81.2,184.2,308.0,393.7,416.3,95.5,3860.3,8085.4,13001.1,16527.8,101.3,136.3,231.4,274.7,338.6,61.6,3827.3,8535.4,12316.8,18272.1,
548,86.0,174.4,287.7,370.4,393.8,96.7,3688.3,7698.5,12377.6,15746.5,81.0,140.9,234.4,287.3,359.3,94.0,3664.7,8126.5,11750.4,17384.4,
549,92.2,164.5,266.5,348.2,374.1,97.5,3517.9,7313.6,11752.8,14969.6,59.9,146.8,238.0,304.3,386.6,129.5,3504.7,7718.6,11191.1,16499.6,
550,104.7,154.5,247.4,330.6,363.2,95.0,3352.4,6976.2,11152.2,14196.6,71.4,149.6,237.2,305.6,380.5,144.4,3330.7,7341.4,10634.2,15660.8,
551,121.0,144.4,229.7,315.9,357.7,90.3,3190.0,6667.8,10566.5,13426.0,102.7,150.6,233.8,297.4,354.1,146.8,3148.3,6983.0,10078.8,14850.0,
552,128.0,140.9,210.9,292.5,344.3,96.0,3018.8,6332.7,9979.1,12678.2,120.5,148.3,228.2,282.3,334.9,142.4,2967.3,6609.4,9525.3,14027.6,
553,115.4,151.1,190.0,250.9,314.0,123.7,2828.8,5940.5,9388.1,11979.0,109.5,139.2,217.6,252.5,331.0,123.5,2789.0,6203.5,8976.2,13180.4,
554,102.6,160.3,169.9,209.7,283.9,150.0,2639.5,5548.7,8798.8,11279.2,98.3,129.9,206.6,223.6,326.9,104.4,2610.7,5798.1,8428.0,12336.2,
555,78.6,125.8,184.9,186.9,263.9,108.4,2482.3,5178.5,8286.3,10555.4,83.6,111.3,176.1,239.1,309.5,74.3,2429.9,5415.7,7923.4,11623.7,
556,54.6,91.3,199.9,164.0,243.8,66.8,2325.1,4808.3,7773.8,9831.5,68.8,92.8,145.6,254.7,292.1,44.1,2249.1,5033.2,7418.8,10911.3,
557,54.3,85.3,177.5,148.5,214.3,53.5,2156.5,4501.0,7239.5,9152.6,57.7,86.7,129.0,230.0,262.5,35.8,2107.5,4711.0,6916.5,10191.4,
558,62.7,90.0,141.2,135.7,181.2,50.8,1983.7,4217.0,6697.1,8490.5,48.1,85.3,117.6,190.4,228.5,35.4,1980.4,4411.2,6415.1,9468.8,
559,79.3,94.3,123.4,144.4,167.6,64.0,1847.1,3934.8,6195.6,7868.7,55.8,91.6,117.4,192.9,203.2,44.1,1858.5,4112.0,5953.5,8785.2,
560,106.1,98.1,128.9,180.1,178.5,97.2,1755.8,3654.9,5745.5,7297.7,85.5,107.8,131.3,248.1,189.0,64.2,1743.0,3813.6,5542.1,8150.5,
561,127.3,102.1,135.6,207.9,184.7,124.0,1663.3,3382.8,5313.2,6742.0,109.7,120.5,146.2,290.0,184.8,85.5,1632.5,3528.9,5143.5,7535.0,
562,119.6,106.5,148.8,195.0,166.4,117.5,1564.3,3150.8,4972.2,6264.8,106.5,115.9,166.5,263.3,232.2,112.9,1547.4,3315.1,4811.3,7018.2,
563,111.8,110.9,162.0,182.0,148.2,111.0,1465.3,2918.9,4631.2,5787.6,103.2,111.3,186.8,236.6,279.6,140.3,1462.3,3101.3,4479.0,6501.5,
564,113.6,103.7,136.9,158.2,155.9,101.6,1335.8,2707.5,4276.8,5329.6,113.3,94.9,172.7,242.3,289.9,110.8,1326.2,2865.3,4152.7,6020.2,
565,116.6,95.1,106.8,133.0,166.8,91.8,1202.5,2498.7,3920.6,4874.0,125.1,77.1,154.2,252.0,295.5,74.2,1183.6,2626.6,3827.2,5543.4,
566,97.7,80.2,101.9,129.6,166.0,66.6,1109.2,2292.4,3602.9,4511.1,121.5,85.3,164.7,250.7,304.6,53.2,1079.5,2440.8,3524.9,5134.7,
567,65.2,61.5,112.3,139.5,157.8,31.9,1040.6,2087.7,3308.9,4205.4,108.4,109.4,193.0,242.7,315.8,41.8,999.0,2287.6,3237.1,4767.8,
568,52.8,54.4,124.8,132.5,145.5,27.2,961.1,1897.3,3036.1,3898.8,100.3,115.8,197.9,236.9,318.6,40.1,926.9,2134.2,2967.1,4418.7,
569,76.9,68.4,140.9,94.7,125.3,77.2,861.6,1733.0,2801.8,3590.5,101.0,89.9,160.0,235.2,306.3,56.1,869.8,1980.7,2729.6,4101.5,
570,98.4,80.9,152.0,61.8,106.4,120.5,767.5,1572.9,2565.4,3284.6,99.1,68.3,128.6,234.7,297.4,69.8,813.0,1829.6,2502.0,3788.2,
571,95.9,80.0,116.9,74.7,97.7,100.8,723.4,1452.5,2309.5,3001.3,71.8,87.2,157.1,245.0,320.8,61.2,758.9,1701.3,2366.2,3510.6,
572,93.4,79.1,81.8,87.6,89.0,81.1,679.4,1332.0,2053.7,2718.1,44.5,106.1,185.7,255.2,344.1,52.7,704.8,1573.0,2230.3,3232.9,
573,80.4,84.3,97.7,83.2,96.4,84.5,628.6,1233.5,1890.0,2478.3,76.8,142.8,213.8,280.9,373.8,47.6,676.0,1481.5,2056.1,2997.0,
574,65.3,90.7,123.1,75.7,106.8,92.2,576.6,1138.9,1743.4,2246.5,120.1,182.8,242.0,309.4,404.7,43.1,651.7,1396.8,1874.8,2768.7,
575,68.5,87.2,127.8,97.0,113.7,105.5,539.2,1039.9,1614.1,2046.7,125.2,210.1,270.5,341.4,429.4,59.8,617.6,1300.6,1751.2,2567.4,
576,83.8,76.9,118.7,137.6,118.3,122.6,511.6,938.1,1496.4,1868.4,104.7,228.9,299.4,375.7,449.9,90.6,576.7,1196.7,1666.3,2384.2,
577,96.7,75.8,109.0,147.5,127.3,126.5,483.4,856.5,1371.9,1698.3,88.7,233.9,316.9,412.1,487.0,110.3,547.5,1121.4,1590.2,2251.3,
578,105.2,91.3,98.2,102.2,144.0,106.7,453.8,811.1,1235.2,1542.6,80.8,214.2,313.8,452.3,553.8,110.2,539.1,1097.2,1529.7,2208.6,
579,110.3,102.6,91.0,64.6,156.7,86.3,419.3,759.6,1101.5,1392.9,74.9,198.2,316.3,490.7,619.2,108.5,529.1,1070.3,1469.8,2160.5,
580,90.6,84.0,109.6,81.7,140.0,60.5,350.4,663.5,988.5,1284.8,82.1,208.2,358.4,515.9,674.5,96.0,507.7,1023.8,1413.2,2074.5,
581,70.9,65.4,128.2,98.8,123.4,34.8,281.4,567.3,875.6,1176.7,89.3,218.3,400.5,541.0,729.9,83.5,486.2,977.2,1356.6,1988.6,
582,65.4,60.4,112.3,85.4,103.7,61.7,280.8,542.4,813.4,1060.9,87.7,245.8,437.1,602.0,797.8,84.6,484.7,975.3,1326.8,1973.0,
583,61.7,57.1,92.3,68.4,83.6,94.9,288.2,525.9,757.2,944.2,85.1,275.4,473.1,667.3,867.1,87.3,485.7,978.6,1300.2,1965.7,
584,79.1,63.5,93.6,51.2,73.7,93.6,277.0,493.5,701.7,878.4,85.6,304.6,498.7,721.5,979.6,87.8,485.3,1011.4,1345.0,2028.0,
585,106.8,74.6,105.3,33.8,68.8,75.4,256.7,453.2,646.6,837.5,87.5,333.7,519.3,770.4,1113.2,87.2,484.2,1058.7,1424.7,2124.5,
586,111.7,85.0,97.8,31.6,76.6,68.8,244.3,424.8,613.6,799.8,88.0,363.3,572.9,843.8,1227.8,92.1,502.9,1094.7,1496.2,2214.8,
587,89.1,94.5,67.3,47.7,99.5,76.2,241.3,410.7,607.4,765.8,87.1,393.6,666.5,946.8,1319.7,103.5,545.6,1117.1,1557.6,2297.6,
588,74.3,104.7,50.4,55.9,112.8,78.8,236.3,402.7,595.7,729.9,84.7,416.9,754.5,1056.2,1423.1,108.4,582.4,1150.0,1626.4,2385.1,
589,83.8,116.9,76.4,39.8,95.9,66.8,224.6,413.6,566.9,688.0,77.7,417.8,825.1,1185.7,1562.7,92.7,600.8,1216.3,1718.3,2487.8,
590,92.3,128.1,101.0,26.1,79.2,56.5,214.1,423.4,539.1,648.1,71.5,421.0,895.3,1313.8,1703.9,76.8,619.6,1283.9,1813.2,2594.8,
591,77.0,110.2,86.0,76.7,69.8,92.2,233.7,404.2,538.3,662.9,83.7,487.5,954.3,1403.6,1887.1,55.1,648.3,1390.8,1987.9,2817.2,
592,61.7,92.2,71.0,127.3,60.4,128.0,253.3,385.1,537.6,677.6,95.9,553.9,1013.4,1493.4,2070.3,33.4,676.9,1497.7,2162.7,3039.6,
593,68.9,79.7,71.6,128.1,45.0,110.1,238.6,377.1,561.2,664.8,95.3,591.6,1127.1,1655.9,2286.3,35.9,738.3,1630.1,2362.1,3326.7,
594,80.6,68.2,75.3,119.1,28.5,81.7,217.1,371.3,589.5,646.7,92.1,623.6,1251.6,1832.5,2508.8,43.1,806.2,1767.5,2566.4,3626.4,
595,82.8,59.7,76.5,103.1,35.5,70.9,213.4,361.8,604.0,654.7,73.9,676.4,1363.9,2010.0,2720.2,46.6,842.3,1892.0,2760.1,3922.4,
596,79.8,53.0,76.4,83.3,55.6,69.9,219.7,350.2,610.8,677.3,47.3,740.6,1469.4,2188.1,2925.4,47.9,860.8,2009.3,2948.0,4216.2,
597,89.4,56.7,71.0,78.9,63.8,63.2,226.0,366.2,630.1,726.4,42.4,806.7,1594.1,2400.4,3179.3,62.0,931.7,2176.0,3199.4,4578.8,
598,114.2,73.1,59.0,93.0,57.7,49.5,232.2,415.5,664.4,807.3,63.4,875.0,1741.7,2653.8,3491.7,91.5,1065.7,2401.7,3527.2,5023.8,
599,129.3,91.0,56.0,101.3,62.3,45.1,252.8,470.1,715.9,890.7,84.0,973.1,1924.2,2955.0,3878.9,115.7,1214.9,2665.3,3906.6,5554.9,
600,118.6,112.9,76.7,94.2,95.3,65.9,312.3,539.2,813.3,980.9,103.2,1150.5,2199.6,3383.9,4465.7,125.4,1405.0,3029.7,4424.3,6315.8,
601,106.7,130.3,95.7,84.9,125.1,84.3,367.0,610.2,912.9,1083.3,117.5,1332.7,2496.5,3844.6,5096.7,131.5,1602.8,3426.4,4992.9,7138.8,
602,84.2,104.8,98.4,54.3,124.6,79.7,377.3,698.7,1033.8,1299.8,86.1,1559.6,2995.8,4602.2,6141.3,103.1,1872.3,4125.9,6037.9,8544.0,
603,61.6,79.4,101.2,23.8,124.0,75.2,387.5,787.1,1154.7,1516.2,54.6,1786.5,3495.0,5359.9,7185.9,74.7,2141.9,4825.4,7082.9,9949.2,
604,91.2,94.0,125.1,59.4,136.0,78.7,461.7,922.5,1348.8,1730.7,88.2,2097.6,4068.1,6253.7,8333.9,106.0,2516.5,5624.3,8262.0,11643.4,
605,125.0,111.7,150.7,100.2,149.0,82.9,541.0,1061.6,1548.8,1945.1,126.8,2415.4,4647.0,7158.4,9490.0,141.9,2899.4,6431.1,9451.8,13360.6,
606,117.6,99.8,139.4,93.7,133.1,87.8,590.7,1214.2,1823.7,2287.4,134.9,2894.0,5597.5,8571.9,11481.6,116.8,3438.6,7687.7,11345.8,16086.2,
607,97.3,78.7,116.5,72.4,108.1,92.9,631.1,1371.2,2121.9,2669.6,133.4,3422.7,6663.8,10144.0,13733.7,72.6,4026.5,9084.6,13459.4,19126.3,
608,106.0,82.5,95.1,78.4,100.0,88.9,693.0,1535.4,2378.9,3032.0,128.2,3889.7,7565.6,11542.5,15601.0,75.5,4548.8,10280.3,15254.0,21744.9,
609,133.7,102.6,74.7,102.4,102.8,79.1,768.9,1704.4,2608.9,3381.5,120.8,4316.4,8359.6,12827.5,17216.2,109.2,5028.0,11344.3,16839.7,24087.4,
610,140.6,105.4,82.1,127.1,112.1,74.4,830.3,1785.0,2745.2,3565.5,114.6,4531.4,8816.7,13560.0,18161.3,123.7,5303.7,11974.4,17749.7,25443.5,
611,122.3,87.1,123.1,152.8,129.3,75.9,874.3,1758.4,2768.0,3548.9,110.0,4490.0,8865.8,13623.5,18294.5,115.1,5332.7,12078.8,17841.3,25605.1,
612,110.9,74.7,153.4,171.4,135.2,90.1,896.8,1742.2,2759.4,3517.9,114.8,4437.3,8833.3,13561.3,18251.8,107.5,5304.3,12050.0,17779.2,25525.9,
613,114.8,75.9,159.6,174.1,115.6,133.1,870.6,1749.4,2680.0,3454.3,140.8,4359.2,8616.0,13214.3,17810.4,102.3,5146.2,11719.4,17368.6,24901.3,
614,118.1,85.6,161.7,174.6,103.6,167.4,845.4,1741.1,2601.3,3376.0,162.4,4271.3,8381.8,12853.3,17345.7,107.1,4989.2,11378.7,16924.1,24239.1,
615,118.6,138.2,143.9,164.1,129.5,157.6,824.6,1655.4,2526.7,3224.6,162.5,4135.1,8063.4,12421.5,16764.3,161.9,4837.5,10987.5,16309.3,23388.2,
616,119.2,188.6,126.9,153.2,155.1,147.4,803.3,1568.1,2448.8,3070.9,162.4,3992.2,7735.8,11970.9,16155.3,213.7,4678.5,10582.5,15669.5,22501.6,
