ColorCompass Spectrum data( MFA Model)
device,18F00145,18F00145,18F00145,18F00145,18F00145,18F00145,18F00145,18F00145,18F00145,18F00145,18F00145,18F00145,18F00145,18F00145,18F00145,18F00145,18F00145,18F00145,18F00145,18F00145,
date,2022/06/25,2022/06/25,2022/06/25,2022/06/25,2022/06/25,2022/06/25,2022/06/25,2022/06/25,2022/06/25,2022/06/25,2022/06/25,2022/06/25,2022/06/25,2022/06/25,2022/06/25,2022/06/25,2022/06/25,2022/06/25,2022/06/25,2022/06/25,
time,17:33:54,17:34:01,17:34:04,17:34:08,17:34:11,17:34:15,17:34:19,17:34:23,17:34:26,17:34:30,17:34:34,17:34:38,17:34:44,17:34:48,17:34:52,17:34:56,17:35:01,17:35:05,17:35:27,17:35:39,
617,124.4,170.9,133.2,134.1,170.8,126.8,765.8,1429.6,2270.1,2847.8,156.9,3648.4,7132.9,10960.1,14723.4,174.7,4303.3,9765.7,14286.8,20552.9,
618,129.6,153.2,139.5,115.0,186.6,106.1,728.4,1291.1,2091.5,2624.7,151.4,3304.7,6529.9,9949.4,13291.5,135.8,3928.0,8948.8,12904.1,18604.2,
619,111.9,121.2,126.8,121.4,159.7,78.7,680.4,1273.1,2036.3,2568.5,122.2,3267.8,6438.5,9776.6,13069.0,112.7,3822.1,8776.4,12727.4,18295.5,
620,91.7,87.7,112.0,130.6,128.4,50.5,631.2,1267.8,1994.2,2529.9,90.4,3263.3,6400.9,9692.2,12973.9,91.2,3744.5,8671.9,12677.9,18159.5,
621,58.8,64.7,86.3,114.2,105.8,56.2,657.3,1363.7,2155.6,2731.9,62.8,3558.6,6973.2,10604.2,14192.0,85.8,4094.5,9426.8,13902.8,19899.6,
622,22.4,44.6,57.5,90.6,85.6,71.1,704.2,1487.8,2373.5,3000.7,36.3,3937.0,7714.5,11792.5,15774.2,84.9,4563.0,10419.9,15481.1,22159.8,
623,53.6,62.9,97.8,98.6,114.9,110.4,866.7,1838.4,2939.9,3712.4,61.8,4854.2,9514.0,14540.1,19557.2,108.3,5656.4,12883.6,19157.8,27227.7,
624,118.5,100.4,172.5,122.2,168.8,161.8,1086.9,2302.0,3680.0,4644.9,113.0,6040.1,11840.8,18064.8,24437.3,143.9,7061.2,16080.4,23880.5,33695.1,
625,166.6,136.5,209.3,155.1,212.6,183.8,1310.5,2773.0,4404.2,5593.6,144.4,7232.2,14238.1,21716.8,29329.0,163.8,8500.2,19286.9,28629.9,40340.2,
626,201.4,171.4,215.9,195.2,248.2,182.5,1536.9,3249.8,5115.6,6555.2,160.1,8429.1,16691.2,25469.7,34230.0,171.2,9966.4,22501.1,33400.4,47126.0,
627,216.1,198.9,213.7,221.1,268.4,180.2,1719.5,3630.1,5695.1,7296.1,178.5,9398.1,18644.1,28481.4,38172.6,173.6,11111.8,25132.2,37212.1,52591.2,
628,206.9,217.6,201.0,229.7,270.1,176.7,1849.7,3894.4,6116.3,7772.4,200.3,10093.7,19996.8,30604.3,40965.5,170.1,11872.4,27063.7,39873.6,56472.4,
629,198.4,230.9,209.1,239.2,274.0,185.5,1960.8,4120.7,6505.0,8223.7,215.1,10716.7,21199.5,32487.8,43460.4,173.5,12584.7,28779.0,42266.7,59937.0,
630,191.3,234.7,254.6,250.1,281.9,216.4,2037.8,4278.4,6835.1,8630.3,217.5,11209.2,22132.8,33941.1,45419.7,189.6,13209.9,30105.7,44177.3,62652.9,
631,193.9,240.7,284.8,259.6,295.0,234.7,2076.0,4356.3,6983.8,8817.8,217.4,11424.2,22546.2,34583.5,46329.7,203.6,13497.5,30702.6,45042.6,63950.1,
632,222.9,252.7,273.0,265.0,322.1,218.2,2007.3,4214.2,6633.0,8402.3,210.5,10875.2,21528.4,32994.0,44351.6,211.8,12855.5,29290.4,43030.5,61342.2,
633,243.9,260.0,261.9,266.7,332.1,200.2,1899.4,3988.5,6192.7,7858.6,206.5,10158.7,20149.4,30849.5,41631.0,216.1,12007.2,27400.9,40309.6,57685.6,
634,228.6,245.9,253.7,251.7,264.8,175.6,1614.9,3385.8,5349.7,6736.8,215.5,8687.4,17142.5,26205.1,35564.9,203.4,10229.5,23360.7,34395.7,49304.0,
635,212.4,230.7,244.8,238.6,211.1,150.9,1340.9,2804.6,4523.0,5641.7,223.0,7252.4,14221.1,21691.3,29645.6,191.5,8501.3,19433.1,28627.9,41124.2,
636,187.5,206.4,229.0,241.8,275.5,126.2,1158.8,2409.0,3838.0,4778.9,217.0,6133.6,12042.6,18315.7,25004.8,187.1,7203.1,16486.2,24131.7,34701.9,
637,162.4,182.4,211.8,243.5,335.4,102.1,976.6,2013.0,3154.1,3918.1,209.6,5016.8,9869.1,14951.4,20377.2,181.8,5907.6,13543.3,19649.6,28300.5,
638,131.2,164.2,150.8,195.8,252.9,99.3,789.9,1603.3,2504.8,3117.5,158.4,3963.7,7849.2,11947.5,16167.5,145.3,4693.5,10730.4,15612.6,22559.6,
639,100.0,146.1,89.8,148.1,170.4,96.6,603.1,1193.5,1855.5,2317.0,107.3,2910.6,5829.4,8943.7,11957.8,108.8,3479.4,7917.5,11575.6,16818.7,
640,105.4,142.6,123.1,147.5,176.6,120.9,544.6,1019.4,1596.3,1985.8,119.2,2483.3,4934.3,7544.6,10079.9,134.7,2960.5,6662.2,9769.6,14142.6,
641,112.2,139.6,159.9,148.6,186.1,146.3,490.8,854.0,1351.5,1672.0,133.5,2079.0,4080.6,6204.7,8288.0,162.9,2467.2,5464.4,8046.0,11579.5,
642,114.6,122.0,132.7,146.9,158.2,114.0,466.8,852.7,1284.1,1624.2,135.3,2051.3,3991.1,5984.9,8056.1,129.0,2391.1,5333.3,7870.8,11204.3,
643,116.6,102.9,98.8,144.9,126.4,75.6,446.0,868.8,1235.4,1604.5,135.7,2063.3,3982.3,5883.6,7989.1,88.5,2359.0,5314.9,7859.2,11060.3,
644,109.2,87.7,105.7,145.7,125.6,109.0,464.3,831.3,1229.8,1564.6,150.3,2023.9,3913.0,5856.7,7925.2,97.2,2345.6,5250.6,7738.7,10960.7,
645,100.1,73.2,119.8,147.1,130.3,154.9,489.6,784.4,1231.8,1521.1,167.4,1975.4,3833.1,5842.9,7861.9,114.4,2335.5,5178.2,7599.2,10869.0,
646,104.0,96.3,151.9,171.3,136.0,153.7,459.7,765.4,1233.5,1511.0,148.9,1950.5,3730.8,5740.4,7709.1,125.6,2302.9,5110.5,7502.2,10690.2,
647,111.2,128.6,188.5,201.1,142.0,140.9,416.3,753.3,1235.3,1509.0,121.7,1931.3,3622.9,5616.1,7534.5,135.4,2264.7,5043.8,7415.6,10490.2,
648,133.6,143.8,205.7,201.0,136.7,151.8,425.0,747.5,1183.2,1470.2,140.6,1888.4,3518.2,5396.0,7275.1,160.2,2202.9,4847.4,7130.2,10090.4,
649,160.9,153.7,216.8,191.6,127.9,170.1,450.1,743.7,1114.4,1419.9,173.9,1838.1,3414.4,5146.0,6989.4,189.7,2133.9,4610.5,6782.7,9628.3,
650,154.0,111.5,169.9,163.5,111.0,134.7,389.2,670.5,992.7,1246.0,161.3,1585.6,2998.1,4514.5,6115.0,123.3,1865.6,4014.2,5927.7,8438.8,
651,134.3,49.6,101.2,128.2,91.0,79.2,296.1,571.3,851.0,1025.8,131.4,1257.3,2464.4,3739.7,5019.6,20.9,1522.6,3283.0,4882.3,6976.2,
652,109.7,49.1,61.4,88.9,101.5,27.7,253.0,460.0,692.1,839.6,114.9,1039.1,2040.8,3078.6,4137.6,31.6,1243.9,2719.1,4026.5,5743.9,
653,83.1,75.1,34.0,47.8,125.1,-21.9,231.6,343.6,525.7,668.0,104.2,868.5,1664.7,2466.7,3347.7,91.0,993.0,2227.3,3252.8,4611.0,
654,73.5,64.2,44.6,60.8,107.8,17.7,233.1,317.5,441.2,594.0,94.9,773.6,1421.1,2119.5,2847.2,117.1,845.8,1914.8,2761.5,3928.6,
655,72.1,35.6,73.4,99.8,70.8,100.2,245.6,334.7,395.9,566.8,86.2,715.1,1241.0,1899.1,2485.4,127.2,748.3,1688.1,2405.6,3462.1,
656,86.0,61.8,108.5,130.8,103.1,146.4,249.7,337.6,385.8,531.6,106.6,661.5,1118.0,1699.1,2239.8,161.6,697.5,1511.9,2130.0,3100.0,
657,107.8,116.3,146.7,157.5,171.1,173.9,249.5,333.3,393.7,492.3,142.1,610.5,1024.5,1509.6,2054.1,208.6,670.8,1361.7,1896.0,2791.7,
658,112.9,114.8,130.2,155.5,186.2,155.8,252.8,268.6,373.1,454.3,134.0,505.7,912.8,1320.8,1830.3,168.5,615.0,1224.3,1694.9,2467.9,
659,109.1,83.3,84.2,138.0,172.7,113.0,257.8,171.3,337.2,416.9,102.4,372.0,791.5,1132.3,1586.0,81.6,543.6,1093.8,1511.5,2135.7,
660,99.2,85.7,70.4,138.0,163.1,81.8,250.2,144.4,301.2,409.7,119.2,346.7,719.8,1019.2,1428.9,68.3,478.8,960.4,1383.1,1894.2,
661,86.0,106.6,74.2,147.6,155.6,56.8,235.6,155.9,265.3,418.8,162.4,380.7,675.4,947.3,1319.4,95.2,417.4,825.5,1284.6,1702.2,
662,114.6,143.4,110.9,138.1,182.8,90.1,241.4,193.5,286.0,393.2,161.3,377.6,651.7,891.9,1249.8,128.8,421.8,797.5,1219.7,1609.0,
663,165.7,188.8,165.6,118.4,228.7,154.7,258.1,245.1,337.1,348.8,136.3,354.5,639.3,845.5,1201.7,166.0,461.7,827.4,1172.8,1569.1,
664,159.0,154.6,165.7,79.9,210.9,133.7,213.2,259.2,314.9,305.6,117.9,333.6,624.3,808.3,1127.4,159.3,416.2,780.5,1093.1,1504.2,
665,122.4,79.2,137.6,31.6,160.2,68.2,136.3,253.9,254.9,262.9,102.9,313.9,608.1,776.0,1039.5,130.0,326.5,693.8,996.4,1426.4,
666,101.4,68.2,94.5,74.8,134.1,110.1,98.6,235.9,217.8,252.9,104.5,316.0,581.6,721.3,1000.5,117.1,326.4,667.3,939.4,1367.4,
667,87.8,88.2,44.2,162.0,120.0,203.7,79.7,211.8,191.8,258.8,114.1,328.6,550.3,655.7,985.1,112.3,369.4,670.0,901.7,1317.7,
668,101.7,86.7,67.2,153.2,112.1,225.5,112.2,150.0,174.1,254.7,105.9,329.4,534.9,676.1,976.2,101.4,351.3,664.9,889.4,1299.9,
669,127.7,76.0,122.2,102.5,107.1,216.0,167.1,71.6,160.1,246.2,89.9,325.2,526.5,734.1,970.2,87.8,306.4,656.4,888.2,1296.1,
670,155.9,75.8,128.7,111.4,129.4,174.7,200.3,114.4,158.9,239.2,48.4,332.7,507.7,750.3,939.3,101.5,287.7,620.6,877.5,1259.5,
671,184.9,79.6,116.8,143.1,162.0,121.4,225.2,203.3,162.8,232.8,-2.7,344.8,484.9,750.6,899.0,125.6,278.9,574.5,863.3,1210.5,
672,143.2,86.6,94.8,137.8,172.5,136.8,202.5,212.0,176.1,240.4,35.4,324.6,458.8,682.9,863.3,133.7,283.7,531.5,846.1,1124.7,
673,78.9,94.6,69.7,120.9,175.9,174.1,164.7,195.2,192.6,252.6,101.6,294.1,431.6,593.6,829.2,136.7,292.8,489.6,828.0,1027.1,
674,64.4,79.1,78.9,80.2,134.8,131.0,118.1,170.1,187.8,174.8,93.6,255.5,346.5,530.7,755.7,146.3,236.4,421.5,701.9,923.1,
675,62.4,57.8,96.7,33.6,82.6,67.9,69.3,142.9,177.6,74.5,67.0,214.9,246.9,474.4,672.4,157.5,163.6,346.9,548.9,817.4,
676,92.0,70.9,146.3,53.3,97.8,86.8,102.0,135.1,174.9,162.1,91.2,245.0,249.5,455.3,589.4,119.6,206.2,384.0,546.1,761.4,
677,127.2,90.3,201.7,84.8,125.1,120.4,149.4,130.8,173.5,283.6,124.5,287.9,270.4,443.0,506.6,72.9,269.7,441.3,570.2,714.2,
678,154.4,79.6,181.9,64.9,147.4,109.3,164.6,148.0,163.2,256.2,131.7,277.0,305.8,403.5,500.8,114.7,289.2,435.4,503.7,662.0,
679,180.7,65.7,153.8,39.5,169.2,93.3,176.3,167.5,152.0,212.4,136.1,260.3,342.8,361.1,503.5,166.2,303.9,422.7,427.2,609.3,
680,177.5,119.0,153.7,107.1,134.9,144.5,189.5,212.9,195.5,222.2,167.7,223.0,297.5,321.3,523.8,170.6,286.7,400.6,445.6,565.1,
681,173.6,172.9,155.3,176.0,100.2,196.9,201.5,257.6,240.1,233.0,199.5,186.6,251.0,283.8,542.3,173.9,269.6,377.6,467.3,525.1,
682,185.1,150.1,175.0,161.3,129.4,194.9,170.7,240.7,246.7,202.0,199.4,211.4,277.6,325.8,468.4,206.2,301.5,337.3,468.0,623.1,
683,196.1,126.8,189.4,144.9,158.1,189.6,145.6,226.9,247.8,174.0,200.0,229.9,298.1,362.2,408.0,234.8,324.2,301.7,462.8,699.0,
684,201.8,98.8,157.1,113.1,182.0,153.7,171.4,240.3,199.4,172.2,207.1,192.6,265.1,348.4,468.0,229.2,266.5,307.4,404.5,578.5,
685,203.4,88.2,133.1,90.1,198.6,121.7,198.7,243.7,159.4,173.2,205.8,166.3,241.8,339.6,507.6,222.1,221.2,312.9,359.5,478.5,
686,186.4,157.1,146.7,106.6,181.6,107.2,231.9,201.8,157.1,186.8,166.6,189.4,263.2,352.6,454.5,207.5,232.5,317.5,374.2,471.6,
687,176.2,199.3,173.4,117.5,177.8,100.1,252.6,171.7,168.1,196.9,140.3,209.2,288.7,346.4,412.2,185.4,246.3,335.0,390.0,469.0,
688,184.9,167.8,236.7,112.8,209.9,113.6,238.8,174.3,215.7,197.5,149.6,219.7,325.8,287.4,399.8,142.8,266.9,388.5,408.7,478.3,
689,189.1,169.0,231.7,123.5,210.1,114.8,218.1,165.5,231.0,188.5,132.6,233.2,334.5,251.7,356.4,113.6,268.2,403.4,394.7,473.7,
690,185.6,228.6,104.5,161.9,153.1,94.3,184.9,136.2,188.4,162.6,68.4,252.0,292.3,257.7,257.5,108.6,234.6,349.0,321.9,444.2,
691,177.3,229.3,75.4,192.9,143.7,95.5,181.8,147.8,150.5,157.3,48.0,253.8,269.1,257.4,236.3,108.8,213.7,316.4,284.3,425.8,
692,163.4,159.8,162.9,215.2,191.0,122.5,214.6,207.8,118.1,176.6,79.4,235.2,268.3,249.6,307.6,115.2,207.8,309.6,288.5,420.7,
693,179.3,143.7,196.9,215.4,188.7,161.3,222.2,219.9,135.2,210.5,100.0,243.6,281.4,278.3,334.2,140.2,227.7,289.5,319.0,402.8,
694,218.2,169.3,189.1,198.4,147.6,209.4,210.3,194.6,190.8,255.8,112.2,273.1,305.3,335.7,325.8,179.6,267.5,258.9,370.0,375.0,
695,204.4,177.4,163.9,169.5,174.4,186.6,179.6,169.7,204.9,263.9,97.9,249.3,262.9,301.1,313.4,140.1,243.4,253.0,360.6,391.0,
696,165.1,177.0,130.3,135.0,234.2,129.5,139.6,145.1,199.0,253.9,70.8,199.5,188.4,222.0,299.2,62.2,188.2,259.1,321.8,428.4,
697,163.6,170.9,123.9,143.7,175.5,111.9,122.0,114.8,139.1,213.0,68.5,128.7,198.8,217.9,313.1,37.6,171.2,232.7,255.9,378.2,
698,172.2,163.3,124.6,163.8,85.6,104.7,110.2,83.0,65.0,163.9,72.8,52.3,231.6,233.7,334.6,27.1,164.2,197.8,182.7,304.9,
699,133.9,137.1,118.6,167.6,161.2,93.1,119.8,83.1,106.5,197.1,87.6,131.7,182.6,244.6,329.3,47.5,159.4,209.0,231.3,303.9,
700,97.0,112.4,113.1,168.1,245.8,85.5,132.2,89.0,156.8,237.5,105.0,219.4,132.7,255.4,322.3,73.3,157.4,223.2,290.0,312.9,
701,179.8,155.7,130.3,134.4,203.8,167.8,159.9,154.4,168.8,269.3,157.8,183.1,220.7,271.2,328.0,150.8,209.5,213.7,322.5,390.8,
702,244.6,199.7,150.7,116.7,172.3,238.6,183.9,203.5,183.8,287.3,192.9,161.0,297.3,289.1,327.0,217.2,252.0,214.3,348.3,445.9,
703,229.2,246.9,185.8,170.4,187.6,258.0,191.3,179.9,212.0,243.6,148.8,202.2,322.7,316.5,296.1,234.6,252.1,260.2,344.4,398.8,
704,228.4,266.2,211.6,206.2,201.3,260.0,186.0,179.6,222.9,191.5,135.6,238.8,331.5,326.5,285.3,237.9,269.2,296.2,338.2,370.5,
705,257.4,227.9,218.3,205.4,211.5,225.8,154.5,227.5,198.1,122.0,185.9,265.7,306.5,300.8,315.7,212.4,321.2,311.9,327.6,380.7,
706,240.5,184.1,235.0,204.8,191.1,178.6,163.9,237.7,175.5,100.2,193.7,267.9,284.0,277.0,311.8,198.4,295.6,278.4,276.3,357.1,
707,173.2,134.2,262.7,204.5,137.3,117.0,218.2,206.8,155.3,130.8,154.9,243.0,264.2,255.1,270.2,197.0,184.9,190.9,180.4,296.4,
708,178.5,90.2,245.1,212.4,125.9,138.1,225.7,192.8,161.9,122.1,155.4,213.8,172.9,261.4,225.9,173.1,168.9,191.5,178.0,289.7,
709,225.7,49.7,201.4,225.0,139.2,207.1,206.0,188.6,184.0,90.6,178.7,182.1,40.1,284.0,179.9,136.3,207.9,243.1,229.6,314.3,
710,220.0,123.2,185.8,141.9,206.9,194.6,201.2,188.0,199.0,83.8,164.8,162.2,109.8,265.5,220.4,208.6,180.7,241.8,290.3,348.1,
711,200.8,225.9,177.3,34.4,288.5,161.1,200.1,188.2,212.2,83.1,141.4,145.2,231.3,236.5,283.0,308.9,136.7,227.1,353.4,384.3,
712,166.8,244.7,176.5,87.3,200.2,224.1,180.4,189.9,152.4,116.8,176.4,178.3,229.2,243.2,312.8,252.2,173.9,271.4,319.9,369.3,
713,142.8,253.8,173.4,135.8,121.7,271.5,156.1,192.9,112.3,148.8,203.5,207.4,221.9,238.2,328.5,191.1,198.2,306.0,281.9,352.0,
714,182.5,221.8,155.3,123.2,138.6,204.5,108.1,203.5,207.6,162.6,170.1,201.6,209.5,153.6,266.0,137.8,127.0,268.7,237.1,332.3,
715,216.2,214.4,134.8,135.2,153.9,153.4,103.4,201.6,266.0,178.3,162.4,209.7,203.3,120.8,243.1,117.0,94.4,247.5,260.5,322.3,
716,237.6,258.6,109.7,198.3,165.7,135.3,189.0,173.6,247.2,198.1,208.1,247.1,210.0,196.2,303.0,164.3,142.6,260.0,426.4,332.8,
717,238.8,278.4,123.3,220.6,186.0,143.4,231.7,183.4,234.1,242.2,211.5,244.8,212.8,242.4,353.7,184.4,208.8,280.8,475.3,347.4,
718,220.7,275.1,173.7,204.2,214.4,176.3,233.5,229.1,226.4,309.2,174.5,204.9,212.0,260.8,395.7,178.8,292.1,309.5,412.8,365.8,
719,228.2,262.8,199.7,168.7,230.2,209.6,267.2,256.5,216.9,304.1,187.4,183.7,226.9,299.1,375.5,181.4,272.4,310.0,343.0,364.4,
720,246.2,246.8,215.6,125.2,240.7,243.0,314.1,276.5,206.6,269.0,221.0,170.2,248.1,345.7,329.5,187.5,210.2,298.8,270.3,354.8,
721,140.9,229.3,100.8,115.7,213.5,177.7,235.7,190.8,145.9,182.2,177.9,136.9,223.0,258.3,298.1,110.7,142.3,238.9,230.6,330.1,
722,36.2,205.6,-3.2,102.8,179.5,109.8,155.8,107.9,99.6,99.1,131.9,111.5,193.9,168.7,270.8,40.3,81.7,181.1,201.8,303.5,
723,29.7,135.6,71.8,39.0,122.6,96.0,158.6,126.5,200.2,84.1,122.1,160.2,170.4,163.3,262.3,81.8,80.7,176.4,230.6,274.7,
724,53.6,116.0,148.7,18.9,103.1,120.7,161.7,141.4,260.9,106.4,139.6,205.1,184.6,159.1,274.2,143.2,134.1,193.5,272.6,275.0,
725,138.7,198.2,229.2,86.7,159.0,222.6,165.6,148.9,240.9,204.1,212.3,241.9,274.5,157.2,327.3,245.0,297.0,254.5,341.4,334.1,
726,167.1,186.8,252.6,165.0,146.6,267.1,184.2,176.3,216.4,212.4,247.7,262.0,286.1,211.7,348.6,290.2,326.5,272.8,333.4,392.8,
727,149.7,99.6,229.6,251.7,79.0,264.9,214.8,219.8,188.2,148.3,252.8,268.3,234.1,312.0,344.1,289.5,247.9,256.4,263.0,451.1,
728,150.2,99.0,236.4,271.2,116.6,214.8,223.0,253.8,170.9,109.7,203.6,229.8,223.6,324.8,318.5,249.6,192.7,268.5,293.0,425.0,
729,155.5,123.0,250.8,270.7,182.5,151.3,225.0,283.5,156.7,79.8,139.8,179.3,225.1,312.1,286.4,199.6,144.7,287.8,349.1,374.8,
730,138.7,140.9,199.1,204.1,138.2,97.3,234.6,203.6,137.4,163.1,140.9,178.3,238.1,238.8,226.7,211.0,143.5,245.2,236.1,304.1,
731,127.8,155.5,169.2,161.4,127.6,72.6,229.0,158.8,130.3,254.6,159.5,194.3,249.7,205.7,198.6,227.1,153.8,201.7,187.5,270.8,
732,134.6,160.4,204.0,189.4,216.3,134.3,179.0,217.1,159.1,370.4,229.5,260.0,257.1,291.1,263.2,256.9,198.6,155.1,329.2,348.0,
733,171.2,182.0,210.7,187.0,250.8,176.9,189.8,225.6,178.6,388.0,275.3,263.0,248.2,310.4,292.0,255.2,202.5,209.7,370.1,407.7,
734,237.8,220.4,189.4,154.3,230.9,200.4,261.4,184.3,188.6,307.2,296.7,203.2,222.9,263.6,284.7,221.8,165.4,365.4,310.2,450.0,
735,250.3,226.5,201.7,204.2,235.8,197.0,283.9,212.9,232.7,295.4,326.8,203.0,245.4,286.9,328.5,232.5,155.3,370.8,347.9,427.8,
736,245.2,222.5,225.6,280.8,248.4,185.6,289.6,264.2,286.7,305.9,358.8,222.2,283.3,332.2,388.6,257.2,154.7,327.7,416.8,385.5,
737,246.9,263.2,291.2,316.2,222.9,244.9,240.0,288.8,231.1,282.9,305.7,230.3,298.5,286.0,407.3,246.6,215.2,356.8,406.3,437.8,
738,237.5,283.9,303.7,299.5,189.7,267.9,197.3,285.4,170.2,242.1,243.4,225.5,284.6,253.0,393.5,228.0,250.9,339.7,364.8,419.7,
739,199.2,252.4,177.5,146.9,136.2,196.2,172.9,209.0,95.8,155.3,156.8,187.3,195.2,254.3,295.5,188.3,221.6,202.2,242.6,218.0,
740,215.8,235.3,166.0,105.1,176.2,189.5,182.7,217.0,152.6,186.3,177.0,217.8,156.1,259.2,261.3,259.4,215.7,166.6,251.8,229.5,
741,277.6,230.0,248.6,154.0,292.8,236.0,220.5,294.1,317.0,313.8,284.7,304.5,158.3,266.9,279.7,421.2,228.9,214.6,368.6,415.8,
742,251.8,237.4,243.4,173.3,274.0,239.0,189.9,300.2,343.7,274.9,285.9,258.7,271.2,249.1,282.3,386.8,261.8,292.2,399.2,436.4,
743,214.6,238.2,220.2,184.6,225.2,237.4,153.7,286.7,332.5,209.1,259.7,191.1,381.9,224.8,285.4,310.7,286.7,362.4,405.7,416.4,
744,230.7,165.2,199.5,181.0,161.5,270.7,185.2,235.7,249.5,203.2,192.2,169.3,295.1,191.7,317.9,227.3,217.3,325.2,363.6,347.5,
745,204.1,119.8,158.7,151.6,112.9,248.6,187.8,184.7,161.0,171.8,156.7,127.2,211.1,182.6,302.9,159.5,153.2,265.5,304.6,279.9,
746,114.4,114.8,88.3,84.0,86.7,144.8,147.8,133.8,64.3,102.9,168.3,54.8,131.4,209.0,217.9,114.8,97.3,172.5,220.7,214.0,
747,116.1,103.3,146.0,112.9,69.7,109.7,148.7,153.8,94.6,175.6,235.4,108.9,199.9,279.9,276.8,152.9,169.3,232.2,229.0,206.1,
748,156.6,89.8,257.2,182.9,57.8,104.2,167.0,204.2,178.4,307.6,325.6,216.7,330.2,369.0,396.2,226.5,295.2,356.4,277.0,223.7,
749,195.4,231.2,211.6,263.1,265.4,179.0,206.9,328.2,173.1,277.1,298.6,326.0,230.1,294.2,377.7,313.6,285.4,369.7,406.4,381.2,
750,217.6,319.1,223.9,312.4,374.4,239.6,242.2,382.4,193.7,306.4,303.4,390.2,163.9,262.6,370.3,342.8,296.8,369.1,493.6,487.5,
751,203.6,290.5,361.9,294.8,269.0,269.1,267.2,285.0,270.6,465.3,377.2,356.8,171.0,324.5,386.8,246.1,354.3,338.3,489.4,482.7,
752,200.4,277.6,320.1,292.6,253.8,207.5,225.9,250.5,290.6,397.3,336.4,306.6,224.6,316.0,319.5,187.2,362.8,326.0,400.1,420.1,
753,203.4,273.8,173.5,299.3,291.0,92.8,145.9,252.6,277.5,197.3,228.8,246.6,305.2,266.6,203.3,150.5,342.7,324.3,261.3,323.9,
754,204.3,276.0,255.2,368.7,314.8,166.5,383.9,259.2,275.3,293.4,261.8,329.7,326.1,304.3,340.9,179.2,345.1,360.6,342.0,381.9,
755,226.7,269.9,337.2,384.7,348.2,252.6,529.0,265.6,295.6,372.0,313.5,380.3,353.2,326.0,470.6,236.1,345.3,400.5,418.8,425.9,
756,303.6,241.7,392.4,258.6,407.1,347.1,401.7,270.7,371.3,371.5,395.5,332.2,403.4,297.0,550.0,356.3,337.3,445.2,459.2,416.2,
757,334.3,253.5,385.0,286.1,370.2,329.1,350.7,276.9,329.3,319.0,444.2,314.9,385.1,345.7,480.9,321.4,303.9,397.8,464.6,442.8,
758,336.7,289.9,339.0,408.1,274.4,242.0,346.5,283.8,214.8,234.7,472.5,316.6,324.7,442.1,320.5,191.1,254.9,293.9,448.4,491.8,
759,329.2,357.8,283.8,363.0,279.6,282.2,313.5,315.4,284.9,331.3,365.6,315.7,334.6,309.3,331.5,223.1,291.6,280.2,477.9,455.0,
760,311.9,376.9,261.6,320.2,258.1,308.2,284.4,343.1,336.3,362.4,277.9,296.3,352.4,228.1,319.0,246.1,312.6,288.1,463.5,436.6,
761,273.3,284.0,314.0,297.3,167.8,290.9,266.4,359.5,329.4,230.7,245.0,236.1,381.5,283.2,238.3,234.0,290.9,335.8,346.7,467.1,
762,307.0,257.1,278.8,273.8,213.7,279.5,276.6,331.2,323.2,202.2,272.0,271.5,346.8,271.7,305.3,259.8,276.5,368.7,317.2,508.8,
763,374.2,262.6,202.2,250.9,325.4,272.7,299.7,281.5,319.6,228.9,329.3,355.2,282.4,230.1,444.4,304.9,266.4,391.7,334.0,552.9,
764,306.7,220.7,249.0,272.0,298.6,336.7,258.4,289.4,411.1,370.6,382.7,427.5,328.7,336.4,469.8,357.3,279.8,313.0,435.7,463.8,
765,294.1,177.1,290.0,271.5,286.0,307.8,210.1,305.5,399.9,407.0,369.7,396.3,322.4,371.9,408.6,340.7,296.3,288.9,454.9,371.7,
766,367.1,131.0,321.8,237.3,295.8,134.1,151.0,334.2,228.4,279.1,253.1,203.3,234.2,296.7,212.5,216.7,317.4,349.9,345.2,274.9,
767,275.3,76.0,236.4,165.8,249.9,153.5,105.5,222.1,180.6,225.4,184.8,147.2,179.4,331.9,246.3,182.9,215.1,241.6,329.3,328.1,
768,180.2,53.4,147.6,102.7,210.2,224.8,84.6,105.4,185.9,203.3,155.9,148.6,158.0,390.3,353.9,189.7,119.6,130.1,340.3,424.4,
769,371.8,241.1,256.0,159.4,310.8,248.2,185.7,223.0,280.2,233.1,272.4,241.0,273.8,384.2,477.5,272.8,294.4,313.9,338.3,500.5,
770,413.0,292.6,249.9,203.9,313.8,247.0,238.7,272.8,364.3,204.9,354.6,274.4,279.1,322.9,416.5,285.2,304.5,426.0,350.9,443.8,
771,319.9,222.5,141.7,237.5,229.7,223.7,248.9,262.2,439.2,125.0,406.1,255.1,185.5,212.4,190.6,234.3,167.3,474.1,376.5,268.7,
772,288.2,265.3,205.6,248.6,310.8,187.0,315.3,310.2,325.6,268.6,366.2,283.9,381.9,268.7,418.1,161.0,224.6,465.2,404.9,304.8,
773,284.4,279.0,220.5,228.3,350.8,219.0,362.2,328.8,230.4,386.9,322.1,309.1,552.3,323.5,597.3,151.6,300.5,454.1,401.8,368.4,
774,329.2,208.8,98.1,144.3,271.7,401.5,356.3,273.1,210.2,409.0,286.2,317.8,612.8,343.5,587.7,284.0,380.0,449.2,330.1,451.8,
