ColorCompass Spectrum data( MFA Model)
device,18F00145,18F00145,18F00145,18F00145,18F00145,18F00145,18F00145,18F00145,18F00145,18F00145,18F00145,18F00145,18F00145,18F00145,18F00145,18F00145,18F00145,18F00145,18F00145,18F00145,
date,2022/07/09,2022/07/09,2022/07/09,2022/07/09,2022/07/09,2022/07/09,2022/07/09,2022/07/09,2022/07/09,2022/07/09,2022/07/09,2022/07/09,2022/07/09,2022/07/09,2022/07/09,2022/07/09,2022/07/09,2022/07/09,2022/07/09,2022/07/09,
time,23:46:38,23:46:40,23:46:45,23:46:50,23:46:55,23:47:02,23:47:06,23:47:11,23:47:16,23:47:21,23:47:31,23:47:34,23:47:39,23:47:44,23:47:49,23:48:01,23:48:04,23:48:09,23:48:14,23:48:19,
469,-36.8,7844.1,13520.7,17412.5,22018.3,-55.1,416.8,891.1,1379.1,2819.3,-61.3,36.6,142.3,276.9,378.2,-47.6,10004.0,19490.4,28308.8,36274.6,
470,-30.2,7186.0,12369.5,15919.7,20138.9,-51.6,384.4,828.8,1271.8,2585.2,-55.4,34.2,130.0,255.4,341.2,-50.1,9137.0,17819.2,25882.0,33174.8,
471,-34.2,6521.7,11233.3,14449.9,18274.2,-46.3,336.4,757.7,1159.0,2349.2,-53.8,22.0,114.4,226.5,307.2,-48.5,8274.4,16178.5,23488.1,30178.2,
472,-45.6,5853.1,10107.6,12996.1,16419.7,-39.7,277.6,680.5,1042.5,2111.7,-55.3,3.2,96.7,192.7,275.2,-44.2,7414.6,14558.9,21117.0,27252.9,
473,-54.6,5202.1,9005.2,11573.0,14611.2,-35.4,224.4,604.7,928.2,1881.0,-56.7,-13.4,80.0,160.3,244.4,-39.2,6579.0,12974.4,18804.4,24385.6,
474,-45.1,4682.3,8076.9,10379.6,13145.7,-47.9,212.8,540.0,830.4,1700.3,-57.5,-13.5,70.8,139.3,223.2,-28.9,5923.7,11651.9,16928.1,21950.8,
475,-35.6,4162.5,7148.6,9186.2,11680.2,-60.4,201.3,475.3,732.7,1519.5,-58.2,-13.5,61.7,118.3,201.9,-18.6,5268.5,10329.5,15051.8,19516.1,
476,-24.7,3710.4,6370.8,8173.2,10428.0,-55.4,189.1,432.2,673.6,1390.3,-50.7,-8.0,57.8,120.3,191.7,-17.6,4706.6,9221.1,13451.0,17421.9,
477,-13.0,3294.8,5674.2,7257.7,9291.0,-40.9,176.5,400.7,635.5,1289.0,-38.9,0.5,56.8,134.7,187.5,-21.5,4195.1,8228.4,11998.9,15511.6,
478,-8.0,2900.3,5013.3,6396.9,8215.9,-32.2,159.1,364.2,593.7,1186.2,-33.2,3.7,52.5,139.4,176.2,-27.6,3710.8,7289.1,10636.0,13719.0,
479,-32.2,2598.3,4509.2,5776.4,7412.5,-49.1,120.0,305.1,536.0,1077.2,-54.1,-16.0,33.9,101.4,133.3,-43.2,3346.0,6584.8,9665.6,12443.5,
480,-56.4,2296.3,4005.0,5156.0,6609.1,-66.1,80.9,246.1,478.2,968.3,-75.1,-35.7,15.4,63.4,90.5,-58.7,2981.3,5880.4,8695.1,11168.1,
481,-52.4,2097.2,3663.0,4708.9,6008.3,-53.9,78.0,226.3,446.1,919.6,-71.1,-24.5,21.2,57.0,78.0,-56.0,2737.5,5394.0,7973.9,10211.1,
482,-37.8,1937.1,3382.2,4327.3,5483.9,-30.8,88.6,221.3,423.6,893.7,-57.8,-1.6,36.1,62.6,76.9,-46.4,2539.3,4989.9,7346.8,9374.2,
483,-28.2,1777.7,3095.1,3955.7,4993.3,-17.9,94.0,216.0,401.9,862.9,-52.1,14.0,46.2,63.7,71.1,-40.9,2341.2,4592.9,6744.1,8586.5,
484,-32.0,1620.3,2790.9,3611.1,4593.1,-32.8,85.2,209.6,382.3,819.1,-67.0,10.4,43.1,52.8,52.6,-46.6,2143.7,4215.3,6206.9,7930.6,
485,-35.7,1462.9,2486.8,3266.5,4192.9,-47.6,76.4,203.2,362.6,775.3,-81.9,6.7,39.9,41.9,34.1,-52.2,1946.1,3837.7,5669.6,7274.6,
486,-43.8,1345.0,2308.9,3002.3,3842.6,-49.1,79.6,212.3,369.4,772.9,-73.5,-10.7,26.5,27.6,45.5,-51.1,1794.6,3555.6,5261.8,6757.2,
487,-52.9,1235.7,2158.1,2755.5,3503.2,-47.8,85.4,224.8,381.9,779.5,-60.1,-31.2,10.9,12.5,63.5,-48.4,1652.9,3294.3,4881.9,6269.8,
488,-42.9,1142.7,2013.9,2553.9,3220.0,-47.5,94.6,241.8,397.1,797.2,-42.7,-36.5,10.2,12.6,80.6,-38.0,1547.7,3082.8,4569.3,5872.7,
489,-1.6,1076.5,1880.3,2426.6,3029.2,-49.1,109.6,266.5,416.8,833.4,-18.9,-16.9,34.1,37.7,96.5,-14.9,1502.5,2953.4,4367.7,5624.3,
490,39.7,1010.3,1746.6,2299.4,2838.5,-50.7,124.6,291.2,436.5,869.6,5.0,2.8,58.0,62.7,112.4,8.3,1457.3,2824.0,4166.1,5375.9,
491,9.4,917.9,1583.7,2103.1,2591.5,-52.6,125.9,292.1,437.5,899.9,-17.8,1.0,30.6,47.6,96.6,-13.7,1374.3,2673.1,3924.7,5083.0,
492,-25.7,823.7,1418.8,1902.3,2340.7,-54.4,126.4,291.4,437.3,929.8,-43.6,-2.2,-0.2,29.9,78.7,-38.8,1288.8,2520.8,3680.8,4787.1,
493,-36.2,747.2,1292.3,1734.9,2145.8,-47.5,141.9,312.1,465.9,994.1,-46.3,-6.6,-8.8,32.5,77.5,-45.1,1220.5,2392.6,3486.5,4547.7,
494,-22.7,688.1,1203.6,1600.3,2005.9,-32.0,172.1,353.8,522.8,1092.3,-26.1,-12.2,4.4,55.1,92.7,-33.1,1169.0,2288.0,3341.3,4363.9,
495,-10.8,629.5,1113.8,1464.9,1861.7,-18.8,201.0,394.2,580.0,1191.9,-8.2,-18.5,16.3,76.0,105.6,-22.3,1118.5,2185.5,3198.8,4185.1,
496,-20.6,577.6,1010.2,1318.7,1662.2,-35.6,211.7,416.7,640.0,1309.6,-19.5,-32.7,11.5,74.8,89.3,-27.7,1080.2,2109.1,3090.0,4067.6,
497,-30.3,525.7,906.5,1172.6,1462.8,-52.3,222.5,439.3,700.0,1427.4,-30.8,-46.9,6.6,73.7,73.0,-33.0,1041.8,2032.7,2981.2,3950.2,
498,-38.2,474.0,810.4,1060.9,1318.6,-62.9,240.2,481.8,783.2,1594.8,-40.4,-48.5,14.2,69.6,74.8,-36.7,1027.1,2022.3,2971.8,3925.6,
499,-45.1,422.3,718.3,967.9,1204.3,-70.3,261.6,535.1,878.9,1789.1,-49.1,-43.4,28.4,63.7,86.5,-39.6,1025.1,2047.5,3015.9,3951.2,
500,-47.2,375.1,634.8,876.6,1094.7,-68.8,298.0,607.3,993.6,2018.4,-54.7,-33.1,39.7,64.5,97.7,-39.1,1034.9,2090.8,3086.0,4011.9,
501,-33.2,342.6,580.2,791.3,1000.8,-37.6,384.6,743.1,1172.1,2365.8,-50.2,-5.0,41.1,87.1,107.7,-27.5,1084.1,2195.1,3243.0,4190.9,
502,-19.1,310.2,525.6,705.9,906.8,-6.4,471.1,879.0,1350.6,2713.2,-45.6,23.1,42.4,109.8,117.7,-16.0,1133.3,2299.3,3400.0,4369.8,
503,-32.7,270.0,467.4,638.3,803.6,-24.9,538.4,1045.1,1586.8,3203.9,-57.9,18.8,48.0,100.7,132.4,-35.7,1234.8,2509.3,3696.1,4763.5,
504,-52.5,228.2,408.4,574.6,698.2,-54.6,601.4,1218.2,1836.1,3727.3,-73.9,7.0,54.4,84.5,148.1,-62.5,1348.3,2743.4,4023.7,5206.0,
505,-63.5,191.8,354.6,510.6,610.5,-66.0,697.8,1421.2,2148.8,4360.4,-81.3,2.5,62.4,86.3,168.5,-75.8,1500.3,3027.4,4458.3,5782.8,
506,-61.7,163.6,308.5,446.1,548.6,-50.3,843.3,1667.8,2554.5,5154.7,-76.0,8.7,72.6,114.4,195.6,-69.2,1708.8,3384.8,5049.7,6556.6,
507,-59.8,135.3,262.4,381.6,486.7,-34.6,988.9,1914.5,2960.4,5949.2,-70.7,15.0,82.8,142.7,222.7,-62.5,1917.4,3742.4,5641.4,7330.8,
508,-45.1,123.6,242.0,352.3,458.0,-36.5,1188.3,2288.0,3494.2,7053.5,-84.2,30.2,95.9,191.6,278.8,-56.9,2189.8,4320.2,6456.2,8421.2,
509,-30.4,111.9,221.6,322.9,429.2,-38.5,1387.7,2661.5,4028.0,8157.8,-97.7,45.4,108.9,240.6,334.9,-51.4,2462.2,4897.9,7271.0,9511.6,
510,-37.2,105.9,214.1,306.3,404.4,-50.4,1616.4,3105.7,4638.2,9402.0,-91.2,53.2,149.6,290.3,391.8,-49.6,2796.7,5560.4,8233.3,10769.5,
511,-58.1,103.7,215.1,298.2,382.2,-69.1,1864.4,3596.6,5298.9,10738.8,-71.3,56.1,208.5,340.4,449.2,-50.3,3172.3,6279.1,9293.2,12138.1,
512,-71.7,101.3,209.6,286.7,361.0,-81.4,2119.2,4095.2,5992.8,12144.9,-56.0,65.6,261.1,389.2,506.1,-49.4,3559.4,7036.3,10422.6,13578.0,
513,-57.0,98.3,179.8,262.8,343.6,-69.4,2400.1,4622.9,6813.8,13815.6,-58.5,100.6,289.3,432.9,561.0,-42.0,3990.4,7941.0,11817.5,15289.6,
514,-42.3,95.3,149.9,238.8,326.1,-57.5,2681.0,5150.5,7634.7,15486.2,-60.9,135.5,317.5,476.6,615.9,-34.6,4421.4,8845.6,13212.4,17001.3,
515,-44.9,84.4,136.0,214.6,291.3,-58.5,3013.1,5778.8,8565.4,17330.4,-46.3,144.8,345.0,531.6,696.7,-27.1,4946.5,9899.2,14701.4,18971.9,
516,-51.2,71.7,125.6,190.4,252.5,-62.3,3356.6,6429.2,9520.4,19213.1,-28.0,148.5,372.3,589.1,783.2,-19.5,5492.4,10985.8,16211.3,20999.9,
517,-52.3,62.2,123.7,174.0,236.9,-64.5,3708.6,7076.8,10491.9,21140.8,-29.2,152.4,409.6,653.3,865.2,-21.4,6040.7,12059.7,17766.6,23024.4,
518,-46.7,57.0,133.0,167.9,251.2,-64.3,4071.5,7720.5,11484.9,23126.9,-56.0,156.9,459.9,726.1,941.2,-35.7,6592.1,13117.0,19380.7,25044.5,
519,-41.7,53.1,142.4,163.2,263.8,-63.2,4431.4,8358.3,12466.0,25082.2,-79.8,163.4,509.3,798.4,1016.5,-48.8,7139.2,14163.3,20975.6,27038.7,
520,-46.9,72.6,152.9,181.0,248.0,-45.7,4739.6,8895.5,13247.8,26521.6,-54.3,205.3,544.8,861.7,1080.0,-40.8,7613.1,15025.6,22249.1,28599.4,
521,-52.1,92.0,163.4,198.8,232.3,-28.2,5047.7,9432.7,14029.7,27961.0,-28.7,247.2,580.2,924.9,1143.6,-32.8,8087.0,15887.9,23522.5,30160.1,
522,-53.7,83.0,160.4,194.2,223.4,-18.3,5290.0,9886.8,14741.1,29308.6,-24.5,251.6,610.2,966.8,1206.7,-33.2,8493.1,16647.5,24636.0,31608.2,
523,-53.7,60.8,151.1,179.3,217.7,-12.0,5501.8,10302.4,15419.8,30613.7,-30.3,238.5,637.7,998.8,1269.6,-37.3,8867.7,17359.6,25675.3,33004.1,
524,-54.8,44.0,136.3,170.2,212.7,-11.6,5694.6,10679.6,16004.9,31751.1,-31.6,235.5,658.7,1021.9,1320.4,-35.3,9191.5,18000.6,26609.9,34222.4,
525,-58.3,38.7,109.3,174.0,208.9,-24.2,5845.9,10972.9,16386.6,32524.1,-23.0,254.7,665.6,1025.5,1345.0,-20.0,9404.5,18487.3,27317.2,35054.4,
526,-61.9,33.4,82.3,177.7,205.2,-36.9,5997.2,11266.3,16768.2,33297.1,-14.4,273.9,672.5,1029.2,1369.5,-4.7,9617.6,18973.9,28024.5,35886.4,
527,-46.6,49.8,98.1,177.5,200.8,-34.4,6013.9,11288.1,16804.0,33421.5,-12.7,284.0,692.8,1052.4,1391.9,-11.6,9662.0,19007.2,28089.3,35987.6,
528,-30.4,67.4,116.0,177.2,196.4,-31.1,6023.9,11296.4,16822.4,33513.5,-11.4,293.6,713.8,1076.5,1414.2,-19.5,9697.9,19017.7,28122.0,36052.2,
529,-27.3,64.7,119.6,163.8,184.9,-43.9,6014.0,11264.6,16754.6,33425.7,-22.9,296.1,710.4,1084.0,1410.7,-29.4,9668.4,18919.5,28024.4,35924.0,
530,-33.2,48.1,113.3,141.5,168.4,-67.6,5990.6,11205.6,16628.1,33215.4,-43.0,293.8,690.3,1080.2,1389.7,-40.7,9594.3,18747.1,27837.9,35664.4,
531,-37.4,34.7,103.9,123.3,156.1,-87.1,5937.8,11108.5,16451.3,32890.9,-61.7,287.2,676.0,1070.4,1366.8,-47.5,9483.1,18537.1,27545.7,35295.8,
532,-36.2,31.0,85.0,118.1,156.2,-93.6,5793.5,10893.0,16118.3,32210.0,-76.1,267.1,679.7,1041.9,1337.7,-40.8,9256.4,18210.0,26923.7,34587.0,
533,-34.9,27.3,66.0,113.0,156.4,-100.1,5649.1,10677.5,15785.2,31529.2,-90.6,247.0,683.5,1013.4,1308.6,-34.1,9029.6,17882.9,26301.8,33878.2,
534,-55.4,24.5,53.4,107.8,136.5,-99.9,5469.9,10310.4,15281.8,30483.7,-87.5,246.3,652.1,979.7,1276.3,-44.8,8760.8,17318.9,25493.2,32824.1,
535,-78.5,21.8,41.6,102.6,114.4,-98.8,5286.6,9925.8,14758.7,29395.9,-82.3,247.7,616.7,945.3,1243.7,-57.5,8487.2,16727.5,24663.0,31730.1,
536,-81.9,14.1,40.0,95.7,110.1,-80.8,5074.3,9514.9,14135.8,28142.5,-65.4,240.3,581.3,920.7,1195.4,-52.8,8139.9,16007.0,23655.1,30430.3,
537,-69.6,2.6,46.7,87.5,120.2,-49.2,4838.7,9082.8,13432.9,26756.4,-39.0,225.7,545.9,904.0,1134.5,-34.1,7733.7,15183.0,22504.7,28965.6,
538,-57.3,-1.5,49.8,79.9,124.1,-26.8,4602.5,8653.5,12763.6,25428.7,-19.5,215.4,515.1,877.9,1077.6,-22.0,7343.5,14403.0,21396.3,27535.6,
539,-44.9,20.5,40.1,74.4,105.9,-37.1,4364.3,8234.0,12213.9,24308.9,-24.5,220.7,500.9,817.8,1034.6,-33.4,7010.2,13779.4,20437.9,26229.3,
540,-32.5,42.5,30.4,68.8,87.8,-47.4,4126.1,7814.4,11664.2,23189.2,-29.4,225.9,486.6,757.8,991.6,-44.8,6676.8,13155.8,19479.5,24923.0,
541,-46.9,28.2,21.6,54.7,73.9,-55.0,3893.8,7411.8,11060.5,22028.4,-32.1,193.0,467.0,714.6,936.0,-46.2,6348.9,12478.8,18454.4,23688.4,
542,-64.6,9.3,12.9,39.5,60.5,-62.3,3662.3,7011.3,10450.0,20862.5,-34.4,155.3,446.8,673.6,878.7,-46.4,6021.5,11795.1,17420.9,22462.8,
543,-55.2,7.6,13.1,38.0,63.0,-59.8,3475.1,6659.5,9894.3,19752.3,-36.5,145.9,432.4,648.4,845.9,-36.5,5714.0,11179.4,16479.0,21274.1,
544,-24.7,19.1,20.4,47.1,77.7,-50.0,3322.4,6345.3,9381.0,18685.3,-38.4,158.2,422.5,635.6,832.2,-18.8,5421.9,10616.3,15608.0,20113.8,
545,-6.7,28.1,25.7,52.7,79.8,-39.4,3167.0,6024.8,8882.9,17664.6,-41.1,166.3,407.8,619.9,811.9,-5.6,5137.8,10061.3,14770.8,19020.9,
546,-27.8,29.2,24.7,47.4,43.0,-26.7,3003.3,5684.7,8431.6,16787.2,-46.8,161.1,378.3,595.7,771.6,-6.1,4878.6,9531.5,14038.2,18136.3,
547,-48.9,30.4,23.7,42.2,6.1,-14.0,2839.7,5344.5,7980.3,15909.9,-52.4,156.0,348.8,571.6,731.2,-6.6,4619.4,9001.7,13305.7,17251.8,
548,-21.7,40.1,19.7,40.3,24.5,-16.8,2687.3,5087.8,7584.5,15107.7,-26.4,124.6,338.4,557.5,694.7,-21.3,4386.2,8562.4,12635.1,16394.6,
549,9.1,50.4,15.4,38.8,47.1,-20.8,2535.8,4837.3,7192.9,14311.2,2.0,91.2,329.4,544.2,658.5,-37.1,4154.9,8129.9,11969.2,15539.4,
550,16.9,40.8,19.4,41.5,63.3,-18.7,2428.0,4615.7,6855.2,13635.3,11.0,87.5,328.8,521.3,632.8,-32.6,3955.2,7757.0,11419.7,14823.3,
551,10.8,19.0,28.6,46.8,75.8,-13.1,2346.8,4411.6,6550.3,13032.8,8.2,102.0,333.4,492.4,613.5,-15.8,3774.6,7420.1,10941.3,14191.9,
552,2.2,4.3,32.2,51.6,83.1,-8.4,2259.1,4214.9,6252.0,12461.6,4.1,116.7,335.2,465.1,588.7,-9.8,3595.7,7097.5,10465.8,13565.6,
553,-11.8,4.6,24.0,55.4,79.1,-5.6,2157.4,4033.9,5967.7,11957.4,-2.8,131.8,331.4,440.9,552.2,-27.1,3420.7,6805.1,9996.9,12950.2,
554,-26.1,4.4,15.6,58.2,74.5,-3.5,2055.1,3852.4,5684.2,11452.4,-10.0,145.9,326.3,416.4,515.6,-44.1,3246.5,6512.6,9530.3,12337.5,
555,-51.2,-21.5,-5.8,17.5,41.9,-28.6,1931.1,3644.4,5440.1,10913.6,-32.3,117.1,265.4,381.6,477.8,-45.3,3113.2,6218.4,9166.5,11844.8,
556,-76.3,-47.3,-27.2,-23.2,9.4,-53.8,1807.0,3436.5,5195.9,10374.8,-54.6,88.2,204.4,346.7,439.9,-46.6,2979.9,5924.2,8802.7,11352.2,
557,-80.6,-49.8,-45.2,-30.0,-7.8,-65.0,1714.6,3273.6,4952.0,9891.3,-70.7,63.9,189.2,333.0,434.4,-54.5,2831.8,5646.6,8396.9,10815.2,
558,-77.0,-43.7,-61.8,-24.4,-19.3,-71.1,1633.8,3127.4,4708.1,9428.3,-84.4,41.1,190.9,327.1,440.8,-64.9,2678.3,5375.1,7975.6,10261.8,
559,-65.4,-32.2,-56.8,-18.5,-20.6,-64.8,1565.7,2994.9,4477.1,8969.4,-76.2,40.1,191.4,331.2,442.2,-60.5,2552.5,5106.0,7578.5,9730.6,
560,-43.5,-13.9,-24.3,-12.2,-9.2,-43.1,1513.5,2879.5,4262.4,8515.4,-40.4,66.2,190.4,347.7,437.1,-37.6,2461.3,4839.7,7211.9,9227.3,
561,-23.2,3.1,3.4,-6.9,3.2,-27.6,1459.4,2763.7,4053.3,8075.9,-9.6,90.4,191.9,359.7,431.4,-16.6,2368.5,4590.6,6850.1,8748.4,
562,-11.6,13.8,7.0,-6.5,20.8,-44.1,1395.6,2645.7,3873.7,7710.8,-5.2,104.0,206.3,348.2,422.7,-5.4,2267.8,4429.8,6512.7,8395.2,
563,-0.0,24.5,10.7,-6.2,38.3,-60.6,1331.9,2527.6,3694.1,7345.8,-0.7,117.7,220.7,336.7,414.1,5.7,2167.1,4269.0,6175.4,8042.1,
564,-23.1,-6.3,-4.1,-29.7,-7.4,-70.4,1237.4,2352.6,3470.1,6960.0,-22.7,87.0,190.9,302.1,383.0,-33.6,2053.1,4033.2,5843.1,7602.2,
565,-50.5,-42.4,-21.3,-56.3,-61.2,-79.4,1139.0,2170.3,3240.5,6571.7,-48.0,50.6,155.5,264.6,349.1,-79.3,1937.4,3787.9,5511.4,7151.4,
566,-59.9,-51.0,-32.1,-51.3,-66.7,-75.5,1076.1,2045.6,3075.2,6250.9,-53.1,39.8,154.4,258.4,335.5,-83.7,1830.1,3582.5,5263.9,6794.1,
567,-58.2,-42.6,-39.1,-26.8,-42.5,-63.6,1035.1,1956.3,2949.7,5971.9,-45.8,44.9,174.5,271.5,334.3,-62.6,1728.2,3401.6,5068.3,6494.5,
568,-57.3,-40.9,-47.7,-12.6,-29.6,-57.1,982.9,1861.2,2821.3,5687.5,-40.2,50.2,183.7,275.5,334.8,-50.4,1631.3,3233.4,4852.1,6193.1,
569,-57.7,-51.2,-59.4,-17.3,-37.2,-60.0,910.4,1755.5,2687.4,5393.3,-37.8,56.1,173.3,263.0,338.4,-54.4,1543.7,3088.3,4598.5,5888.8,
570,-58.0,-60.2,-68.8,-22.6,-44.0,-62.4,841.0,1652.2,2550.9,5099.0,-35.7,60.9,163.9,251.6,342.9,-57.3,1460.0,2943.4,4349.4,5586.1,
571,-57.3,-57.1,-57.4,-34.1,-43.5,-59.1,799.2,1570.7,2389.9,4804.4,-36.4,55.0,163.7,250.8,356.4,-49.9,1412.9,2801.1,4142.3,5299.5,
572,-56.6,-54.1,-46.0,-45.6,-42.9,-55.9,757.4,1489.3,2228.9,4509.7,-37.2,49.2,163.5,250.0,369.9,-42.4,1365.8,2658.8,3935.1,5012.9,
573,-58.1,-47.8,-37.4,-40.0,-41.0,-41.2,722.4,1412.8,2104.3,4231.9,-39.7,59.3,168.1,260.3,361.3,-29.7,1286.7,2519.6,3728.3,4766.7,
574,-60.0,-40.9,-29.2,-31.4,-38.8,-24.4,688.6,1337.3,1986.5,3957.2,-42.6,72.3,173.7,272.6,348.7,-16.1,1201.6,2381.1,3521.6,4527.9,
575,-40.7,-28.7,-17.1,-23.4,-23.6,-16.5,652.1,1268.2,1886.6,3734.9,-31.6,91.6,196.6,283.0,365.4,6.1,1142.2,2257.6,3334.1,4300.2,
576,-7.1,-13.1,-2.3,-15.9,0.2,-14.6,613.8,1203.4,1798.6,3547.8,-11.4,115.2,231.1,292.1,401.9,34.1,1099.9,2144.2,3159.4,4079.8,
577,7.0,-2.9,6.2,-11.9,12.2,-19.0,582.0,1135.2,1701.3,3348.6,-2.3,129.5,253.0,303.7,419.9,43.1,1047.3,2035.6,2996.0,3875.7,
578,-13.7,-2.6,3.7,-14.1,3.0,-34.6,562.0,1060.9,1587.2,3127.9,-13.0,127.0,252.6,319.8,405.0,18.0,976.1,1935.6,2852.9,3700.7,
579,-31.9,-3.4,-0.7,-15.8,-5.0,-48.6,536.7,984.2,1473.3,2912.8,-23.6,125.0,249.1,332.5,394.9,-5.8,907.9,1836.8,2710.1,3521.7,
580,-32.6,-11.3,-18.9,-14.1,-4.5,-50.5,474.4,890.6,1361.6,2738.0,-32.7,125.9,223.9,321.6,419.6,-20.4,861.0,1746.4,2570.3,3314.6,
581,-33.2,-19.2,-37.1,-12.3,-4.0,-52.4,412.1,796.9,1249.8,2563.2,-41.8,126.8,198.7,310.7,444.4,-35.0,814.2,1656.1,2430.4,3107.6,
582,-38.1,-13.8,-39.9,-24.1,-26.1,-59.3,378.1,761.1,1166.8,2409.6,-65.4,108.1,208.6,346.7,461.7,-42.1,780.3,1571.5,2341.2,3014.7,
583,-43.4,-6.8,-40.9,-37.6,-50.9,-66.7,347.4,732.2,1087.1,2258.5,-90.7,87.1,222.7,388.2,478.2,-48.4,748.0,1487.5,2258.1,2935.5,
584,-46.3,-4.4,-41.4,-39.9,-56.8,-58.1,330.6,692.8,1035.4,2133.7,-81.6,100.6,251.0,429.6,533.3,-44.8,725.8,1458.3,2194.2,2877.5,
585,-48.0,-4.3,-41.7,-36.8,-53.4,-41.5,320.5,648.4,997.3,2021.9,-55.5,131.0,286.3,471.0,607.5,-36.4,708.6,1455.9,2139.8,2830.1,
586,-41.3,-2.1,-32.2,-27.1,-38.9,-31.0,307.9,606.0,959.5,1925.1,-36.1,164.6,328.1,527.1,684.2,-34.6,707.7,1453.7,2127.1,2793.4,
587,-24.4,2.8,-10.9,-9.4,-10.9,-27.8,292.0,566.1,921.8,1846.5,-24.8,201.9,377.7,601.0,764.1,-41.0,726.3,1451.7,2164.6,2769.9,
588,-17.7,0.6,4.8,0.5,6.3,-28.2,278.5,533.9,882.6,1773.0,-19.6,233.8,433.8,671.5,853.1,-46.9,744.4,1455.9,2202.8,2773.0,
589,-42.9,-23.7,2.8,-14.2,-10.3,-39.9,272.4,525.7,838.5,1715.4,-33.7,249.0,510.3,731.4,970.8,-51.3,760.9,1479.4,2243.1,2860.0,
590,-67.2,-47.2,0.6,-27.9,-26.0,-51.3,265.5,517.2,794.8,1658.7,-47.1,265.3,587.2,795.1,1090.3,-54.8,778.6,1505.8,2286.4,2950.5,
591,-68.5,-50.5,-9.3,-19.0,-16.6,-56.4,236.0,498.0,764.0,1627.2,-41.9,308.2,675.5,958.2,1259.3,-33.2,830.0,1608.4,2409.9,3135.8,
592,-69.8,-53.8,-19.2,-10.0,-7.2,-61.4,206.6,478.8,733.1,1595.7,-36.8,351.1,763.7,1121.3,1428.2,-11.7,881.3,1711.0,2533.4,3321.0,
593,-59.8,-48.5,-21.6,-17.7,-19.0,-61.2,215.1,476.1,743.0,1565.6,-49.8,427.0,891.4,1302.2,1655.8,-19.5,940.9,1839.8,2750.3,3578.6,
594,-47.6,-41.5,-22.5,-28.6,-34.9,-60.0,231.1,476.6,760.8,1535.8,-66.5,509.3,1026.7,1486.6,1894.8,-33.1,1002.0,1973.8,2985.4,3850.4,
595,-64.5,-49.1,-38.1,-33.0,-41.0,-59.3,221.1,469.4,777.8,1557.4,-92.3,593.5,1199.5,1745.5,2218.4,-62.7,1075.6,2185.3,3283.0,4217.7,
596,-97.8,-64.9,-62.0,-33.8,-41.4,-58.9,196.8,458.0,794.5,1607.8,-123.2,678.8,1393.0,2045.9,2589.2,-101.3,1156.0,2440.1,3615.4,4638.3,
597,-111.7,-60.0,-63.9,-25.2,-29.5,-61.9,200.0,476.5,830.5,1682.0,-126.1,790.2,1639.4,2413.3,3040.8,-102.1,1296.9,2744.4,4051.5,5211.8,
598,-102.4,-30.2,-39.7,-5.3,-2.6,-69.0,236.3,531.1,889.5,1784.9,-95.5,933.0,1949.0,2861.2,3589.3,-57.5,1510.2,3108.1,4612.0,5968.7,
599,-86.9,-6.6,-15.7,19.1,24.7,-72.0,279.9,587.2,959.6,1910.1,-68.9,1097.8,2277.9,3341.2,4172.2,-27.0,1745.6,3517.1,5213.5,6775.3,
600,-54.8,0.5,7.3,55.6,53.2,-64.0,342.8,647.2,1059.1,2095.1,-52.8,1321.8,2658.2,3906.9,4846.6,-33.8,2040.2,4046.8,5924.2,7714.6,
601,-26.8,6.3,28.5,88.6,78.7,-55.5,400.5,708.1,1156.8,2283.2,-38.7,1547.4,3050.2,4489.4,5544.6,-39.7,2337.0,4586.3,6666.8,8688.6,
602,-37.3,-0.5,33.2,88.4,74.9,-41.6,408.3,776.0,1238.5,2501.4,-43.2,1788.5,3552.3,5228.5,6463.4,-37.1,2655.2,5216.6,7708.0,9987.9,
603,-47.9,-7.3,37.9,88.1,71.2,-27.7,416.2,844.0,1320.2,2719.6,-47.6,2029.6,4054.4,5967.6,7382.2,-34.5,2973.4,5846.9,8749.2,11287.3,
604,-36.5,18.5,62.4,99.6,105.2,-20.0,465.7,948.6,1482.5,3019.8,-48.0,2361.6,4679.5,6867.5,8541.6,-37.8,3390.4,6682.4,9961.0,12808.5,
605,-23.5,47.0,88.4,112.1,142.3,-12.9,518.5,1056.2,1651.2,3326.5,-48.1,2700.8,5314.4,7780.0,9720.1,-41.6,3815.1,7534.2,11186.4,14347.2,
606,-51.0,39.2,97.6,123.5,173.9,-32.5,550.2,1160.4,1799.4,3633.4,-64.6,3041.2,6001.4,8791.2,10956.5,-53.5,4286.2,8474.2,12543.1,16081.7,
607,-91.2,20.2,101.5,134.7,203.9,-60.4,575.2,1263.6,1941.3,3940.4,-86.3,3382.1,6704.7,9833.2,12210.9,-68.0,4771.6,9441.8,13940.9,17877.2,
608,-105.7,24.9,113.8,161.9,223.9,-65.6,639.4,1384.5,2115.4,4282.0,-78.2,3796.9,7479.9,10959.4,13623.9,-58.7,5316.4,10499.2,15499.3,19896.8,
609,-103.5,45.2,131.6,199.7,237.4,-55.9,729.1,1517.0,2310.6,4646.3,-50.5,4260.2,8302.4,12140.9,15140.9,-33.9,5900.0,11615.2,17163.1,22063.1,
