ColorCompass Spectrum data( MFA Model)
device,18F00145,18F00145,18F00145,18F00145,18F00145,18F00145,18F00145,18F00145,18F00145,18F00145,18F00145,18F00145,18F00145,18F00145,18F00145,18F00145,18F00145,18F00145,18F00145,18F00145,
date,2022/07/09,2022/07/09,2022/07/09,2022/07/09,2022/07/09,2022/07/09,2022/07/09,2022/07/09,2022/07/09,2022/07/09,2022/07/09,2022/07/09,2022/07/09,2022/07/09,2022/07/09,2022/07/09,2022/07/09,2022/07/09,2022/07/09,2022/07/09,
time,23:46:38,23:46:40,23:46:45,23:46:50,23:46:55,23:47:02,23:47:06,23:47:11,23:47:16,23:47:21,23:47:31,23:47:34,23:47:39,23:47:44,23:47:49,23:48:01,23:48:04,23:48:09,23:48:14,23:48:19,
750,-63.6,-90.9,-66.0,-74.4,-88.8,-145.8,-157.9,-87.5,-134.4,-102.0,-181.3,9.3,-7.1,106.7,13.8,-56.8,25.3,38.9,88.3,114.3,
751,-93.9,-65.9,-37.3,-59.4,-15.1,-81.6,-45.1,-70.7,23.8,-28.1,-116.8,1.2,25.7,51.0,109.8,-36.5,-26.2,-7.0,19.1,116.0,
752,-70.2,-43.6,-35.9,-48.9,-20.4,-57.2,-1.3,-63.5,15.7,-1.3,-112.8,-95.8,12.8,40.6,99.0,3.4,-1.6,17.5,37.7,117.9,
753,-15.2,-23.0,-50.6,-40.9,-71.7,-55.9,2.4,-62.0,-89.2,-2.0,-144.0,-244.5,-26.7,56.6,25.8,54.5,67.2,83.1,107.5,119.9,
754,-3.7,-18.5,11.5,-78.7,-149.7,-40.9,-5.8,-107.9,-65.8,-38.1,-100.9,-142.5,-12.1,68.3,45.6,5.5,-9.0,39.7,147.5,126.9,
755,-1.2,-11.4,46.4,-66.4,-194.2,-29.4,-12.4,-129.0,-57.9,-69.0,-64.2,-37.6,11.2,81.2,81.8,-33.6,-48.6,20.4,163.3,134.4,
756,-16.2,4.3,3.4,78.1,-151.1,-28.8,-13.4,-81.6,-103.9,-82.6,-52.4,44.5,49.7,97.5,148.4,-36.1,21.5,74.5,121.5,142.7,
757,-73.6,-5.5,-74.0,67.0,-147.6,-79.1,-40.6,-121.0,-115.3,-90.2,-110.6,25.1,15.2,62.0,116.5,-71.3,-11.2,72.0,72.3,111.1,
758,-156.9,-30.9,-172.6,-39.7,-168.5,-160.8,-83.8,-213.5,-105.5,-94.0,-211.8,-56.5,-64.2,-5.4,23.9,-126.4,-107.1,34.6,18.5,55.0,
759,-94.6,-38.4,-105.4,-14.1,-112.7,-53.2,-62.5,-198.5,-113.2,-31.4,-133.2,-51.2,-98.5,22.0,41.5,-139.8,-68.3,7.9,70.4,39.5,
760,-50.8,-58.8,-86.8,-14.6,-102.6,-8.2,-44.7,-192.1,-134.2,-18.7,-73.1,-53.1,-116.5,-6.9,27.2,-135.4,-40.4,-23.7,91.3,26.8,
761,-61.3,-109.5,-191.9,-85.5,-201.5,-120.2,-40.5,-214.6,-183.4,-123.6,-70.3,-79.3,-102.1,-170.2,-68.5,-95.1,-49.2,-67.4,33.2,16.9,
762,-105.2,-117.9,-134.1,-113.0,-141.7,-153.9,-81.2,-122.9,-153.4,-132.3,-49.2,-47.2,-36.8,-119.8,-75.4,-90.9,-3.0,-51.6,-4.3,78.3,
763,-162.8,-102.9,2.8,-117.0,-5.0,-146.6,-142.0,23.0,-85.7,-93.5,-20.8,11.3,50.8,35.7,-37.9,-104.4,68.2,-6.1,-29.7,171.3,
764,-87.1,-4.4,-1.7,-57.4,-19.9,-95.9,-87.3,11.5,-118.5,-114.7,-78.7,-63.6,-6.2,45.8,-24.2,-90.6,15.6,21.9,6.1,78.7,
765,-46.3,-13.4,-48.8,-49.6,-42.7,-104.4,-52.2,-40.8,-125.4,-131.8,-100.8,-111.6,-40.5,25.3,-41.2,-127.2,-29.4,19.0,4.2,14.8,
766,-59.9,-189.9,-162.4,-122.7,-78.1,-205.6,-47.8,-156.6,-91.8,-142.7,-66.9,-117.4,-39.5,-42.8,-106.1,-242.5,-62.7,-32.0,-56.7,-4.1,
767,-121.3,-321.7,-254.9,-173.8,-159.6,-269.8,-143.7,-201.9,-195.1,-126.8,-152.7,-104.9,-128.7,-104.0,-131.6,-307.5,-101.7,-120.2,-57.6,-5.8,
768,-181.5,-390.6,-311.1,-201.2,-234.8,-282.6,-246.0,-225.9,-299.4,-112.7,-250.0,-92.6,-218.1,-143.7,-132.5,-336.6,-131.7,-189.1,-36.2,8.3,
769,-145.8,-165.0,-187.7,-128.3,-187.2,-55.3,-200.5,-253.5,-155.6,-158.9,-194.7,-116.2,-141.5,-68.0,-58.0,-243.8,-97.8,-73.2,7.2,85.4,
770,-155.2,-81.8,-169.6,-119.1,-135.4,-35.3,-178.9,-273.9,-168.9,-138.6,-172.6,-160.5,-59.2,-42.6,-27.9,-168.7,-147.0,-26.4,-6.0,97.5,
771,-204.7,-125.7,-245.4,-167.1,-79.8,-200.4,-178.7,-288.1,-322.5,-59.0,-180.3,-223.1,28.2,-62.1,-37.4,-109.5,-270.5,-41.4,-69.7,51.6,
772,-115.8,-119.3,-173.3,-168.5,-119.0,-121.8,-99.4,-278.6,-161.0,-82.1,-205.2,-205.8,18.0,-37.1,-84.7,-118.3,-153.8,7.6,-16.9,69.2,
773,-58.5,-112.1,-87.7,-164.8,-132.5,-82.5,-57.0,-251.6,-54.2,-77.0,-200.6,-191.4,-3.0,-15.6,-104.1,-119.1,-54.9,29.6,4.6,99.5,
774,-95.4,-112.8,-1.0,-158.7,-73.1,-173.4,-108.7,-191.3,-123.6,7.9,-129.4,-198.1,-29.0,-10.1,-56.7,-90.5,-39.4,-18.3,-63.1,145.3,
775,-139.6,-219.1,-50.3,-201.6,-100.3,-163.7,-108.7,-177.7,-233.4,-53.8,-110.3,-165.9,-107.1,-77.2,-32.5,-93.5,-46.3,-34.6,-38.7,82.0,
776,-169.4,-323.1,-135.1,-240.5,-157.1,-118.3,-85.5,-162.9,-321.1,-149.3,-101.4,-119.7,-184.1,-146.8,-9.5,-96.5,-56.7,-25.4,13.0,2.7,
777,-85.2,-141.8,-107.8,-127.5,-188.1,-93.4,-41.3,-20.8,-159.8,-94.8,-26.5,-79.2,-120.7,-47.0,64.5,-18.7,-32.7,71.0,9.9,95.2,
778,-39.3,-16.8,-21.5,-20.9,-137.2,-59.8,20.0,53.6,-21.7,-17.4,18.8,-18.4,-34.2,25.8,114.5,3.7,3.7,110.8,51.1,159.3,
779,-24.9,61.6,113.4,80.5,-18.8,-18.8,95.6,72.1,97.2,78.9,39.8,59.4,71.2,76.3,144.7,-19.7,50.5,103.8,128.9,200.1,
780,-134.3,-78.2,-4.5,-105.8,-94.6,-167.0,-121.7,-118.2,-133.2,-107.5,-219.2,-41.2,-4.2,35.0,23.1,-117.0,-187.6,38.8,46.9,106.6,
781,-180.6,-177.0,-167.9,-223.2,-217.2,-285.6,-275.9,-250.1,-270.6,-209.1,-340.4,-161.8,-69.5,-38.6,-65.8,-216.7,-271.8,-46.8,-50.6,25.8,
782,-126.0,-203.6,-388.4,-223.1,-401.4,-350.5,-320.7,-284.2,-251.3,-169.4,-240.4,-304.4,-111.0,-156.9,-98.1,-316.7,-110.2,-161.0,-164.1,-29.7,
783,-198.5,-223.0,-388.2,-229.1,-357.1,-368.5,-289.8,-358.8,-253.0,-135.8,-260.6,-262.0,-197.8,-169.0,-171.2,-392.4,-143.4,-154.3,-145.2,-57.0,
784,-256.1,-230.6,-339.1,-246.9,-265.6,-346.0,-227.0,-373.6,-248.2,-117.3,-273.0,-207.7,-248.5,-142.7,-207.0,-387.2,-173.7,-132.3,-113.4,-73.4,
785,-206.1,-210.4,-277.7,-292.6,-170.3,-240.8,-120.2,-207.5,-214.7,-135.5,-200.5,-220.4,-179.2,-70.4,-121.9,-180.1,-92.1,-134.6,-117.3,-75.8,
786,-124.6,-161.4,-167.8,-202.0,-37.6,-159.0,-89.5,-142.8,-167.3,-106.8,-117.6,-135.1,-78.3,-12.9,2.0,-82.3,-3.7,-39.8,-20.5,48.6,
787,-41.7,-108.8,-70.2,-82.1,61.8,-98.6,-74.3,-120.3,-118.1,-65.6,-50.9,-28.0,9.8,28.8,95.4,-43.5,45.2,72.3,92.2,187.4,
788,-11.8,-93.1,-121.3,-76.0,-69.1,-97.5,8.1,-111.9,-86.2,-51.9,-81.5,0.4,-22.5,22.5,-29.5,-83.6,-108.1,86.7,92.5,158.1,
789,-132.5,-112.6,-178.8,-107.0,-112.6,-149.1,-41.6,-149.0,-74.9,-94.7,-109.7,-21.8,-100.1,-8.9,-54.8,-64.3,-111.3,16.4,22.5,122.4,
790,-319.4,-141.5,-232.7,-150.1,-103.0,-210.0,-146.7,-201.6,-71.2,-155.5,-139.0,-71.4,-193.1,-45.7,-16.5,-20.6,-26.7,-93.1,-80.5,90.0,
791,-297.8,-63.4,-216.3,-103.1,-74.3,-67.8,-43.7,-149.0,-24.9,-72.6,-191.6,-99.6,-182.6,5.0,70.9,-74.3,58.7,-105.3,-105.1,123.5,
792,-311.9,-77.1,-233.7,-98.7,-158.2,-108.9,-116.7,-200.6,-79.2,-76.6,-235.0,-175.4,-128.3,-13.6,35.1,-87.3,2.2,-56.3,-75.2,45.8,
793,-349.3,-160.8,-276.9,-125.6,-318.8,-286.1,-314.0,-321.9,-210.4,-146.7,-271.3,-283.1,-40.8,-86.0,-89.7,-73.8,-157.9,32.8,-7.6,-112.0,
794,-295.3,-236.9,-321.7,-117.5,-263.0,-359.6,-268.8,-212.9,-335.7,-201.1,-307.9,-286.0,38.2,-170.5,-89.8,-166.6,-195.0,-34.7,-33.0,-156.8,
795,-297.0,-202.2,-308.5,-80.9,-195.8,-316.5,-211.6,-142.0,-336.8,-223.0,-298.4,-216.9,39.1,-188.6,-81.6,-179.6,-234.8,-54.7,-25.7,-84.9,
796,-347.3,-70.6,-241.1,-20.8,-119.9,-170.9,-144.7,-105.9,-226.1,-213.3,-246.2,-84.3,-30.3,-145.9,-65.2,-122.3,-274.1,-31.8,12.1,90.8,
797,-271.9,-202.4,-49.7,-134.9,-171.5,-276.8,-174.4,-103.2,-177.9,-35.1,-125.2,-84.9,-72.4,-51.8,2.1,-199.0,-102.4,-21.9,121.4,130.4,
798,-223.5,-253.5,18.9,-203.3,-185.9,-199.9,-138.3,-90.3,-159.8,-8.2,-108.3,-77.0,-77.4,1.2,39.7,-262.1,-74.5,50.1,138.5,197.8,
799,-202.0,-227.6,-33.0,-227.7,-166.0,50.5,-40.5,-68.7,-172.7,-127.6,-192.8,-61.7,-48.1,12.4,48.0,-312.1,-186.3,179.6,65.5,288.9,
800,-260.6,-418.3,-222.0,-326.7,-433.2,-302.1,-239.7,-226.4,-430.7,-143.0,-331.5,-186.4,-260.0,-210.3,-9.0,-382.1,-252.9,-121.5,-60.4,-106.6,
801,-315.6,-535.2,-353.1,-353.8,-499.6,-517.9,-347.1,-296.0,-498.9,-180.9,-429.2,-281.1,-290.4,-282.7,-79.5,-423.8,-290.9,-245.9,-202.2,-193.1,
802,-361.3,-576.9,-425.9,-314.8,-375.6,-594.7,-364.2,-283.0,-386.0,-237.5,-486.4,-342.3,-148.9,-212.9,-156.2,-434.9,-298.2,-199.6,-349.7,9.9,
803,-168.4,-414.4,-374.9,-363.9,-276.0,-305.5,-259.3,-316.3,-250.2,-182.4,-474.2,-197.2,-27.0,-173.0,31.6,-291.7,-161.1,-43.5,-109.5,43.4,
804,-133.4,-319.2,-387.2,-328.4,-278.2,-230.5,-240.5,-299.7,-184.4,-181.7,-380.2,-176.2,-11.5,-116.7,68.4,-204.2,-109.7,39.4,28.7,212.3,
805,-222.4,-285.4,-439.3,-237.1,-361.0,-323.9,-292.5,-248.3,-180.1,-220.7,-227.6,-245.2,-79.6,-39.7,-13.6,-166.3,-136.8,51.5,83.9,466.8,
806,-170.4,-315.3,-294.9,-372.4,-361.8,-231.2,-312.4,-303.3,-205.7,-169.3,-230.0,-93.6,-56.2,135.8,33.3,-164.7,-252.6,-67.1,187.6,302.6,
807,-128.2,-201.8,-215.5,-324.2,-346.1,-212.7,-240.2,-277.5,-178.9,-69.8,-282.9,-84.2,-16.6,179.9,110.7,-239.5,-151.1,-19.6,251.5,285.6,
808,-121.3,-49.3,-194.1,-177.1,-313.2,-262.8,-132.7,-193.4,-142.2,5.0,-357.8,-166.0,27.6,132.5,188.2,-331.2,46.6,122.6,274.9,361.7,
809,-310.1,-299.8,-264.3,-212.8,-240.4,-434.3,-213.5,-89.7,-283.3,-312.0,-346.1,-205.9,27.2,75.6,124.3,-181.7,-113.3,135.0,208.4,383.6,
810,-374.2,-333.8,-385.1,-196.1,-346.1,-419.6,-268.4,-228.7,-358.2,-281.6,-326.9,-226.6,-8.0,50.5,211.8,-192.1,-139.9,97.2,196.5,494.9,
811,-364.8,-267.6,-484.0,-177.9,-467.8,-342.7,-317.3,-411.7,-389.1,-105.5,-316.8,-227.7,-0.2,85.8,352.4,-241.9,-91.4,88.9,225.0,637.1,
812,-312.1,-228.6,-410.8,-249.2,-323.1,-376.9,-391.7,-314.0,-379.5,-28.5,-353.2,-192.0,229.1,284.6,412.1,-144.5,-10.1,280.5,302.4,729.6,
813,-285.6,-171.3,-269.4,-278.1,-248.6,-278.9,-232.6,-204.4,-234.9,2.3,-193.6,-83.2,282.5,280.6,568.4,-52.1,47.0,384.3,522.5,873.1,
814,-316.1,-224.6,-226.7,-321.5,-280.8,-244.8,-180.0,-152.8,-150.5,-15.3,-185.6,20.6,273.4,298.6,636.5,-100.1,81.8,397.6,696.9,1025.9,
815,-449.9,-521.7,-435.3,-422.7,-491.8,-430.0,-501.0,-230.3,-279.2,-104.5,-622.2,67.1,245.8,493.1,457.3,-440.1,85.0,277.3,683.2,1165.4,
816,-526.5,-542.7,-517.2,-373.6,-334.5,-384.5,-461.2,-280.7,-230.8,-135.1,-454.3,89.4,340.5,461.1,775.9,-517.9,215.9,664.2,962.4,1369.0,
817,-497.3,-562.6,-510.9,-375.8,-272.8,-379.3,-414.3,-214.3,-201.4,-52.0,-339.4,78.5,487.0,606.9,1088.5,-541.6,211.9,807.2,1232.9,1637.4,
818,-355.8,-612.5,-419.0,-459.9,-378.2,-461.3,-408.7,-20.9,-219.2,154.1,-381.0,37.4,672.5,992.6,1311.9,-540.1,36.5,594.3,1451.9,1966.4,
819,-437.7,-234.8,-369.6,-418.8,-284.5,-625.5,-170.4,-173.5,-108.4,182.7,-351.2,225.6,705.0,1020.1,1382.6,-494.3,269.1,1014.2,1840.2,2018.5,
820,-398.7,-98.7,-407.1,-325.0,-263.8,-520.0,-36.9,-144.2,30.7,379.5,-189.6,352.6,780.6,1199.0,1657.7,-307.6,470.3,1355.4,2088.7,2415.7,
821,-332.3,-129.4,-474.3,-265.4,-317.6,-331.7,-16.8,-58.4,137.3,587.3,-68.4,392.9,870.3,1441.3,1971.1,-136.3,581.5,1531.4,2238.4,2924.3,
822,-482.5,-202.2,-427.4,-496.2,-486.1,-534.7,-188.1,-234.6,28.4,378.0,-482.1,234.9,900.7,1535.4,1884.3,-418.9,398.3,1223.5,2353.6,2954.9,
823,-436.3,-266.7,-305.9,-498.7,-275.4,-424.0,-10.6,-131.1,183.2,497.8,-367.2,310.1,1156.3,1757.2,2105.5,-318.5,522.1,1523.2,2548.2,3377.9,
824,-464.3,-394.1,-258.6,-501.1,-236.9,-394.0,-34.7,-121.0,221.8,526.5,-273.7,343.0,1267.3,1872.8,2271.0,-297.8,666.0,1704.3,2690.0,3663.9,
825,-706.8,-629.7,-368.9,-609.5,-660.7,-643.8,-555.8,-396.0,-54.9,250.8,-462.0,197.1,1033.5,1752.6,2200.7,-587.7,700.6,1405.8,2707.5,3539.6,
826,-846.9,-838.7,-806.8,-776.1,-759.0,-984.9,-386.3,-671.7,-317.9,24.5,-719.1,54.8,938.2,1659.3,2266.7,-480.5,398.1,1461.0,2440.1,3645.8,
827,-690.9,-655.8,-715.5,-585.8,-631.8,-824.9,-247.9,-492.9,-204.8,293.9,-670.5,145.6,1112.7,1739.4,2532.9,-329.9,572.0,1754.2,2579.4,3844.2,
828,-417.2,-313.6,-352.4,-211.7,-390.6,-432.4,-172.9,-93.5,72.5,770.1,-428.6,400.1,1415.7,1951.4,2811.9,-186.0,981.9,2131.7,2956.7,4045.5,
829,-525.7,-470.1,-454.9,-137.2,-323.1,-568.2,-220.5,-127.7,-83.7,637.4,-296.5,642.8,1461.9,2198.1,2560.4,-171.3,934.6,2177.4,3094.7,4001.8,
830,-813.4,-566.4,-425.9,-397.2,-505.2,-596.8,-425.5,-202.9,7.3,376.0,-562.6,356.0,1228.2,2011.6,2423.8,-345.1,691.7,1790.5,2807.4,3743.4,
831,-770.8,-439.0,-427.5,-478.5,-579.0,-500.7,-507.2,-209.5,21.2,310.0,-592.6,300.3,1177.2,1970.3,2486.6,-441.8,593.3,1695.4,2673.3,3698.5,
832,-279.9,-87.7,-506.5,-248.6,-452.4,-296.6,-390.1,-133.3,-131.6,506.8,-240.7,669.6,1407.0,2204.9,2734.8,-389.6,728.0,2074.3,2852.7,3963.2,
833,-407.3,-537.2,-540.7,-418.5,-602.9,-447.5,-446.8,-361.8,-129.8,189.8,-660.9,415.2,940.1,1700.8,2342.8,-491.3,611.7,1810.7,2755.5,3659.7,
834,-568.8,-643.6,-598.2,-487.2,-642.5,-545.6,-528.1,-397.9,-211.3,222.5,-631.4,419.9,898.9,1631.1,2214.1,-620.4,730.9,1644.6,2646.7,3534.4,
835,-621.6,-594.1,-643.2,-435.3,-620.8,-598.5,-515.1,-277.5,-209.8,359.7,-445.3,433.3,1056.4,1660.4,2164.2,-671.4,850.6,1534.6,2509.6,3437.4,
836,-422.3,-538.6,-641.8,-229.6,-575.1,-607.0,-287.1,-12.8,36.8,392.9,-348.0,229.1,1232.6,1497.5,2036.1,-538.5,757.6,1450.7,2325.3,3236.5,
837,-225.7,-568.9,-407.1,-186.0,-258.7,-428.0,-342.5,-197.9,156.7,329.6,-147.5,396.2,1122.1,1772.1,2217.2,-566.7,545.2,1489.1,2442.0,3145.9,
838,-287.7,-504.2,-387.0,-204.2,-205.3,-421.2,-361.1,-362.4,124.2,344.7,-326.2,322.9,1018.7,1618.0,2071.3,-594.2,359.7,1374.8,2456.5,3039.6,
839,-408.3,-422.8,-427.6,-204.1,-268.6,-444.7,-300.0,-394.4,114.6,394.5,-600.7,172.0,929.8,1282.8,1809.3,-513.8,227.6,1268.3,2391.4,2901.5,
840,-259.4,-458.3,-265.2,-60.2,-197.6,-256.2,-99.0,-126.5,412.7,403.4,-500.3,228.7,853.9,1191.6,1791.3,-152.4,188.8,1441.1,2296.3,2709.3,
841,-134.0,-284.0,-201.3,-111.8,-135.2,-35.7,-157.6,277.7,292.4,637.7,-280.7,212.4,950.0,1493.4,1629.2,-137.9,442.0,1538.6,2183.8,2572.1,
842,-319.6,-287.4,-376.0,-269.1,-255.3,-150.7,-293.7,123.9,54.6,499.3,-236.4,86.8,704.3,1360.7,1435.4,-446.6,391.2,1259.8,1885.5,2415.9,
843,-640.0,-452.9,-661.3,-479.8,-431.8,-437.0,-460.8,-373.1,-235.8,113.3,-391.7,-58.6,316.8,985.4,1242.0,-854.5,123.7,883.4,1510.4,2163.1,
844,-732.9,-698.7,-805.4,-663.6,-408.7,-543.1,-602.1,-725.0,-508.1,-208.9,-753.6,-54.6,227.1,837.2,1090.6,-957.5,-116.6,963.2,1281.9,1678.8,
845,-644.7,-529.2,-525.3,-623.7,-424.1,-502.5,-130.5,-530.3,-155.6,-25.3,-352.3,234.1,472.4,1001.2,1293.3,-829.0,86.5,1137.3,1732.0,2022.4,
846,-1009.0,-749.2,-730.9,-820.1,-753.8,-678.1,-645.1,-716.8,-439.5,-232.8,-482.7,-112.0,286.1,710.6,1205.4,-848.4,-1.1,829.7,1578.2,1990.2,
847,-1277.0,-940.9,-1059.8,-932.8,-998.1,-902.0,-1225.3,-1010.9,-779.8,-429.0,-783.7,-630.8,21.4,448.3,1036.9,-753.5,-96.3,465.6,1131.0,1805.0,
848,-563.1,-390.9,-866.1,-435.6,-534.8,-881.8,-319.8,-896.1,-168.4,88.0,-564.7,-527.8,292.2,1018.9,1175.7,-113.1,306.9,742.2,1006.3,1942.0,
849,-745.9,-355.6,-816.3,-467.8,-638.1,-235.7,73.4,40.4,-199.7,386.1,-436.2,37.3,293.7,1056.5,1499.0,-374.4,599.6,909.1,1602.2,2132.2,
850,-1215.8,-798.5,-1353.1,-959.7,-943.8,-608.7,-544.5,-525.7,-616.0,158.5,-1041.6,-347.6,183.4,774.4,1369.7,-943.7,386.7,275.8,1378.5,1807.9,
