392,2.6,55.2,49.8,87.3,136.0,0.4,17.4,40.1,80.1,48.4,41.3,25.6,100.8,77.8,48.3,-26.7,62.8,166.0,194.2,259.1
393,26.3,90.5,67.0,112.2,141.7,3.9,19.3,40.5,85.8,80.5,60.9,32.7,69.5,58.2,64.5,-17.1,86.8,147.3,207.6,272.6
394,49.9,125.7,84.2,137.2,147.4,7.3,21.2,40.9,91.6,112.5,80.5,39.8,38.2,38.6,80.7,-7.5,110.8,128.6,221.0,286.2
395,38.2,86.4,74.4,128.6,133.5,10.4,13.4,34.4,77.7,98.8,55.2,31.1,32.4,22.2,78.8,-26.2,93.2,128.5,218.0,275.7
396,21.8,37.3,60.9,115.5,117.0,13.5,4.3,27.1,61.1,79.1,24.1,20.4,29.9,6.3,74.5,-48.5,70.1,130.8,212.9,262.1
397,6.3,8.5,50.7,105.5,109.4,23.7,2.1,25.3,47.2,63.5,2.7,17.0,30.1,6.6,74.9,-59.4,62.0,129.0,210.4,254.7
398,-7.0,31.7,48.6,103.5,124.6,52.3,17.5,37.8,39.8,58.5,6.5,32.6,37.2,49.0,87.4,-40.8,92.4,116.4,214.4,263.3
399,-20.2,55.0,46.4,101.4,139.8,81.0,33.0,50.3,32.5,53.4,10.2,48.2,44.4,91.4,99.9,-22.2,122.7,103.9,218.4,272.0
400,-32.5,41.4,42.2,90.5,122.5,55.9,30.3,35.4,20.5,47.0,6.6,28.9,17.9,77.3,81.3,-32.2,98.1,92.7,198.1,257.3
401,-44.3,10.4,36.9,75.2,90.0,5.5,19.0,7.6,6.3,40.0,-0.4,-7.0,-24.5,36.6,48.1,-55.6,47.5,82.2,166.4,231.7
402,-54.1,-18.0,33.0,62.4,61.7,-40.7,9.3,-16.2,-5.6,34.4,-7.9,-38.9,-59.2,-0.6,17.1,-75.3,3.7,74.8,140.0,211.4
403,-41.5,-19.0,43.3,75.0,79.4,-41.0,15.3,4.2,7.8,44.9,-19.9,-28.9,-10.0,0.1,11.0,-52.9,34.7,101.0,172.7,249.0
404,-28.9,-19.9,53.6,87.7,97.1,-41.2,21.4,24.6,21.2,55.3,-32.0,-18.9,39.2,0.8,4.8,-30.5,65.7,127.1,205.4,286.6
405,-12.7,-4.5,60.5,100.3,119.7,-33.7,23.3,37.4,32.5,55.3,-25.4,-4.5,63.0,12.3,14.0,-9.5,92.8,145.4,223.0,308.2
406,7.2,28.0,63.8,112.7,147.4,-18.0,21.0,42.5,41.6,44.4,0.4,14.6,60.6,35.0,38.9,10.1,115.8,155.5,224.9,313.3
407,27.2,60.4,67.1,125.2,175.0,-2.4,18.7,47.6,50.7,33.5,26.2,33.7,58.2,57.7,63.9,29.6,138.8,165.7,226.7,318.4
408,11.4,72.2,89.5,127.8,186.5,5.7,42.2,38.7,76.1,41.6,43.2,26.6,59.0,64.6,58.6,19.5,134.1,167.4,241.6,321.8
409,-8.2,81.8,113.9,129.3,196.3,12.9,68.5,28.3,103.2,51.7,59.2,16.8,60.2,69.9,50.1,6.2,126.4,168.1,257.9,324.9
410,-14.9,88.7,131.7,136.7,209.6,14.9,85.2,27.2,117.1,70.5,62.6,10.1,61.5,69.1,51.4,-3.1,118.5,171.7,271.1,330.7
411,5.8,90.0,135.5,156.4,230.4,5.8,81.7,45.9,102.7,108.1,39.3,10.2,63.2,55.5,73.9,-4.1,110.5,181.2,277.7,342.3
412,26.4,91.3,139.2,176.1,251.3,-3.4,78.3,64.7,88.3,145.7,16.0,10.2,65.0,42.0,96.3,-5.1,102.5,190.7,284.3,353.8
413,27.7,73.4,125.3,167.7,271.5,-16.2,50.9,48.0,65.8,117.3,-4.1,2.3,35.9,43.2,83.7,-14.7,87.4,179.4,287.6,372.9
414,22.2,48.8,105.2,149.4,291.4,-30.3,15.1,18.8,40.5,65.6,-23.0,-8.5,-4.0,49.7,58.7,-27.4,69.8,160.7,289.7,394.5
415,17.4,34.8,97.9,147.7,313.3,-35.3,-9.9,-1.7,25.9,29.0,-32.9,-13.9,-28.7,61.4,44.1,-33.5,64.1,156.3,300.7,423.6
416,16.4,75.4,156.7,231.2,344.8,6.6,20.5,22.5,66.4,69.7,3.9,7.9,24.3,99.9,82.7,-6.3,119.3,224.9,356.9,490.7
417,15.3,116.0,215.5,314.7,376.4,48.4,50.9,46.6,106.9,110.4,40.6,29.6,77.2,138.4,121.3,20.9,174.4,293.4,413.0,557.8
418,4.0,124.4,248.6,351.9,416.6,56.7,60.0,53.1,112.9,124.9,38.4,42.5,89.4,130.2,146.9,26.2,194.8,334.3,454.0,601.8
419,-14.4,110.7,264.0,357.1,462.7,41.8,54.3,47.4,95.2,121.4,9.3,49.2,73.5,89.7,163.6,16.3,191.1,356.2,484.6,629.8
420,-31.9,98.0,279.8,364.0,509.8,27.4,48.8,41.8,78.1,117.2,-19.0,55.3,57.8,49.9,179.2,6.8,187.8,378.1,516.0,659.8
421,-8.4,126.3,309.4,433.9,593.5,33.1,48.1,39.7,84.5,88.4,-14.6,35.5,51.7,38.8,150.9,8.6,199.9,405.2,580.9,773.2
422,15.1,154.6,338.9,503.9,677.2,38.8,47.5,37.6,90.8,59.6,-10.2,15.7,45.5,27.6,122.7,10.4,212.1,432.2,645.8,886.6
423,20.2,188.5,389.0,589.1,779.2,41.7,52.1,49.1,94.1,52.2,-3.9,6.4,44.0,43.9,112.6,6.2,234.1,483.8,721.4,999.9
424,3.7,228.9,463.0,692.3,902.6,41.4,62.9,76.3,93.8,69.9,4.7,9.4,47.8,92.3,123.9,-4.9,267.8,564.0,809.6,1113.2
425,-12.8,269.4,537.1,795.5,1026.0,41.0,73.7,103.6,93.5,87.7,13.2,12.4,51.6,140.8,135.2,-16.1,301.4,644.3,897.8,1226.4
426,3.1,306.4,632.4,944.5,1263.2,26.0,67.1,89.0,97.9,110.9,20.0,1.6,43.4,120.2,145.8,0.7,352.5,747.3,1088.7,1461.9
427,22.4,343.1,730.1,1098.6,1512.7,9.4,58.6,69.9,102.8,134.7,26.6,-10.6,33.9,92.1,156.3,20.5,405.5,852.8,1290.8,1710.7
428,30.2,399.0,849.8,1278.9,1778.6,1.5,47.5,56.4,98.3,150.8,35.6,-8.3,34.2,70.7,161.7,33.6,471.5,972.8,1502.2,1974.2
429,16.2,491.0,1011.3,1508.7,2075.2,10.2,31.5,53.4,76.3,152.5,49.3,21.5,52.8,61.9,157.6,34.0,562.0,1120.0,1731.2,2265.3
430,2.2,583.0,1172.8,1738.5,2371.7,18.9,15.6,50.3,54.3,154.1,62.9,51.2,71.4,53.1,153.5,34.4,652.6,1267.3,1960.2,2556.5
431,4.0,700.0,1391.1,2103.1,2862.8,36.5,17.4,49.8,79.7,141.1,46.3,63.6,89.8,109.1,161.7,29.1,780.3,1514.5,2315.3,3081.1
432,9.9,823.3,1623.9,2502.2,3403.7,56.2,23.9,49.8,117.1,124.2,21.8,71.5,108.2,181.6,173.0,22.3,917.5,1787.4,2702.7,3665.4
433,10.6,960.7,1911.1,2975.3,4026.6,64.0,26.7,52.0,140.9,113.4,2.0,76.4,118.7,225.3,185.1,11.7,1062.3,2101.2,3163.8,4328.2
434,-4.1,1140.1,2361.4,3670.4,4895.6,35.7,18.6,60.5,123.7,120.8,-4.1,72.8,105.7,182.1,199.9,-10.6,1230.1,2538.0,3846.3,5226.7
435,-18.9,1319.4,2811.7,4365.5,5764.5,7.4,10.5,69.1,106.5,128.1,-10.2,69.1,92.6,139.0,214.7,-32.9,1397.9,2974.7,4528.9,6125.2
436,-12.7,1574.1,3369.5,5157.1,6843.6,2.0,19.3,80.4,94.2,143.0,-6.0,61.8,117.3,142.1,220.4,-26.8,1668.5,3520.3,5394.4,7230.4
437,2.1,1859.9,3971.6,5988.4,8009.4,6.1,35.1,92.8,83.9,161.1,2.5,53.0,157.6,164.3,222.3,-9.0,1981.6,4110.7,6335.5,8420.8
438,17.2,2166.1,4605.6,6889.7,9261.2,13.5,47.7,105.3,77.5,170.9,10.0,46.4,188.2,182.5,223.8,7.3,2309.9,4742.8,7319.5,9691.5
439,33.4,2571.8,5394.7,8131.9,10932.3,37.2,44.8,117.6,90.1,140.6,12.5,50.9,171.9,181.2,223.6,15.7,2712.9,5577.3,8512.4,11352.8
440,49.6,2977.4,6183.8,9374.1,12603.5,60.9,41.9,130.0,102.7,110.3,15.1,55.4,155.6,179.9,223.5,24.0,3115.9,6411.8,9705.3,13014.0
441,57.9,3477.2,7210.0,10956.8,14738.6,61.4,52.5,148.4,113.6,115.1,15.2,62.5,147.0,192.9,240.9,36.7,3606.7,7463.3,11272.1,15141.7
442,61.7,4030.5,8371.3,12733.4,17137.8,48.6,70.8,170.2,123.7,139.8,13.9,71.2,142.7,214.0,268.5,51.8,4147.5,8638.3,13051.6,17535.0
443,67.6,4600.5,9570.6,14564.9,19601.7,37.4,88.2,187.7,134.2,165.1,12.6,80.5,141.8,233.6,297.3,64.5,4709.3,9857.0,14892.6,19993.5
444,90.4,5308.0,11082.6,16847.7,22596.9,38.6,97.7,169.8,148.7,194.7,10.5,94.3,168.1,240.7,337.0,56.9,5444.2,11435.5,17238.2,22988.4
445,113.2,6015.4,12594.6,19130.5,25592.1,39.8,107.2,152.0,163.2,224.3,8.5,108.1,194.4,247.8,376.8,49.4,6179.2,13013.9,19583.7,25983.4
446,109.6,6733.5,14105.2,21368.9,28539.9,49.8,112.7,142.5,163.7,217.1,16.2,117.7,204.0,257.2,389.8,66.5,6915.7,14533.5,21865.4,28958.4
447,87.2,7459.0,15614.9,23575.7,31454.0,66.0,115.4,139.1,154.1,183.7,30.9,124.2,201.7,268.1,383.7,101.3,7653.4,16011.4,24101.6,31919.2
448,66.9,8188.6,17130.8,25797.4,34376.4,80.9,118.0,135.9,145.5,154.7,46.3,130.8,200.1,279.6,377.8,132.3,8395.6,17498.1,26344.5,34883.6
449,77.1,8977.3,18736.7,28236.8,37420.4,74.6,118.4,137.6,149.8,190.2,73.4,137.9,210.0,300.7,374.3,108.2,9204.0,19114.9,28683.8,37900.1
450,87.2,9765.9,20342.6,30676.2,40464.4,68.3,118.8,139.3,154.2,225.8,100.5,145.1,219.9,321.8,370.9,84.2,10012.4,20731.6,31023.1,40916.7
451,99.3,10493.5,21877.1,32936.7,43337.7,71.9,140.0,145.6,169.6,250.7,105.9,158.8,228.7,328.4,373.9,88.8,10752.7,22284.3,33284.4,43755.9
452,112.9,11170.9,23353.1,35050.2,46070.8,83.5,178.2,155.6,194.2,266.9,93.4,177.8,236.5,322.9,382.4,117.0,11437.0,23784.4,35481.8,46449.4
453,126.1,11829.9,24788.1,37104.7,48723.5,95.4,214.1,165.1,217.5,281.4,81.4,195.5,243.6,317.7,389.5,143.5,12103.4,25243.5,37618.9,49066.1
454,129.9,12026.1,25190.1,37670.4,49355.1,111.4,192.4,159.5,207.7,253.3,81.2,180.8,233.2,316.8,362.3,127.0,12317.6,25671.7,38240.6,49744.6
455,133.6,12222.4,25592.1,38236.2,49986.6,127.4,170.7,153.9,197.8,225.2,81.1,166.0,222.8,316.0,335.1,110.6,12531.7,26099.8,38862.2,50423.1
456,119.4,12325.3,25832.5,38597.0,50324.4,129.1,150.6,146.1,197.7,216.1,90.7,157.7,208.1,311.2,328.5,95.6,12650.9,26327.8,39215.4,50805.9
457,89.5,12346.0,25930.8,38777.5,50403.9,118.3,131.7,136.3,206.2,223.8,108.8,155.0,189.7,303.0,340.1,82.0,12686.6,26379.5,39332.5,50928.5
458,61.1,12356.3,26003.1,38918.2,50440.7,107.8,113.8,127.5,215.2,231.8,126.2,152.3,172.1,294.2,350.9,69.5,12710.2,26407.2,39414.1,51004.1
459,83.4,12031.9,25239.4,37782.3,49109.8,105.6,124.5,155.1,244.6,255.2,117.9,151.9,181.8,264.9,339.3,94.3,12344.1,25665.6,38357.1,49573.7
460,105.7,11707.4,24475.7,36646.3,47778.8,103.4,135.2,182.6,273.9,278.5,109.5,151.4,191.5,235.6,327.7,119.2,11978.1,24924.0,37300.2,48143.3
461,107.7,11300.8,23592.3,35353.3,46148.2,92.3,132.1,191.1,276.0,287.6,102.4,146.6,191.3,214.1,308.4,125.1,11556.4,24052.6,36015.8,46472.4
462,91.9,10822.3,22604.2,33922.8,44255.1,73.4,116.7,182.7,254.4,284.0,96.2,137.9,182.5,199.4,282.3,114.5,11086.2,23067.7,34532.2,44590.8
463,76.4,10338.5,21607.8,32477.8,42347.9,56.3,102.7,175.4,234.2,281.4,90.4,129.2,173.4,186.8,256.6,103.8,10612.0,22074.5,33037.2,42698.8
464,68.1,9731.2,20413.7,30691.6,40110.3,78.3,120.5,192.6,246.9,301.3,91.2,121.1,155.8,224.2,238.9,92.3,10045.9,20889.2,31272.4,40560.2
465,59.8,9123.9,19219.6,28905.3,37872.7,100.4,138.3,209.7,259.6,321.1,92.0,113.0,138.2,261.7,221.2,80.8,9479.8,19703.8,29507.7,38421.5
466,44.8,8562.7,18057.2,27184.8,35641.6,94.3,140.7,236.5,293.2,365.6,82.7,103.8,130.8,247.0,204.7,85.2,8897.5,18548.1,27794.4,36236.2
467,24.4,8038.8,16920.4,25517.2,33415.6,65.3,130.5,271.2,343.7,430.0,65.2,93.7,131.4,190.1,189.0,102.3,8302.0,17416.4,26122.8,34013.3
468,7.1,7522.8,15801.5,23871.8,31222.8,38.4,124.3,305.4,396.2,496.9,48.9,84.5,131.6,137.0,175.0,115.7,7721.1,16302.7,24480.8,31829.1
469,32.1,7111.4,14921.3,22519.4,29469.5,38.7,171.0,332.1,476.1,596.4,49.1,87.3,124.3,133.1,183.6,79.4,7332.0,15429.4,23232.1,30160.7
470,57.1,6700.1,14041.0,21167.0,27716.1,38.9,217.8,358.8,556.0,696.0,49.4,90.1,117.1,129.3,192.2,43.1,6942.9,14556.0,21983.3,28492.3
471,58.1,6278.1,13146.5,19824.2,25971.8,43.3,262.6,440.5,681.1,865.6,45.6,92.5,107.0,129.9,180.8,34.0,6570.3,13781.0,20768.6,26995.4
472,42.4,5848.9,12242.3,18488.0,24233.8,50.6,306.1,560.2,837.3,1083.7,39.0,94.7,95.0,133.5,155.6,43.8,6208.9,13073.7,19577.4,25616.8
473,28.5,5426.0,11351.0,17167.0,22516.1,56.5,354.5,687.5,1008.4,1324.3,33.6,95.0,84.2,136.8,132.0,49.9,5857.1,12369.1,18417.7,24250.9
474,27.8,5050.9,10556.9,15959.0,20950.1,52.0,438.9,871.3,1290.9,1733.0,36.8,82.1,82.2,137.8,121.0,29.0,5576.6,11683.9,17492.9,22980.1
475,27.1,4675.8,9762.8,14751.0,19384.1,47.6,523.3,1055.0,1573.5,2141.6,40.0,69.1,80.3,138.7,110.0,8.1,5296.1,10998.7,16568.1,21709.4
476,37.1,4311.6,9001.9,13575.1,17845.2,39.1,638.2,1264.6,1896.2,2570.0,45.8,63.6,87.5,123.0,120.3,5.7,5032.0,10413.0,15728.5,20577.8
477,52.7,3953.3,8259.0,12416.6,16320.9,28.3,769.6,1488.1,2240.7,3009.0,52.8,62.1,99.7,98.3,142.1,13.3,4776.7,9881.0,14934.8,19521.3
478,60.4,3605.9,7543.4,11302.6,14853.0,18.5,897.3,1714.2,2584.7,3455.3,55.9,55.6,109.6,79.3,154.9,18.7,4535.4,9384.9,14180.4,18529.1
479,33.4,3306.6,6948.0,10384.2,13633.5,13.2,1008.7,1951.5,2926.4,3933.5,41.5,26.8,109.7,85.4,128.2,14.6,4355.8,9047.1,13598.9,17819.3
480,6.3,3007.3,6352.6,9465.7,12414.0,7.9,1120.0,2188.8,3268.2,4411.7,27.0,-2.0,109.8,91.5,101.5,10.5,4176.1,8709.3,13017.4,17109.5
481,1.5,2761.1,5835.8,8728.0,11423.7,10.4,1239.4,2454.0,3661.7,4947.2,20.0,1.0,100.2,106.3,102.0,15.7,4050.6,8459.9,12657.6,16641.3
482,5.2,2535.0,5348.5,8058.5,10519.8,15.7,1361.9,2729.8,4074.7,5504.4,15.8,15.8,86.8,124.3,112.7,24.2,3945.5,8243.8,12381.5,16264.2
483,9.8,2329.9,4884.6,7406.4,9652.0,17.2,1474.3,2986.0,4463.9,6028.6,9.6,26.5,75.4,130.8,120.4,27.6,3846.1,8036.9,12101.9,15892.3
484,17.2,2181.2,4483.0,6801.0,8881.0,8.2,1559.7,3189.3,4789.3,6464.4,-1.6,26.0,69.2,106.3,119.8,17.2,3761.9,7854.7,11813.0,15534.4
485,24.6,2032.6,4081.4,6195.5,8110.0,-0.8,1645.2,3392.7,5114.7,6900.2,-12.9,25.5,63.0,81.9,119.3,6.7,3677.7,7672.5,11524.1,15176.4
486,48.0,1873.0,3789.8,5730.9,7495.5,28.6,1738.2,3584.8,5409.0,7290.1,3.3,35.8,74.1,83.4,122.0,7.1,3632.2,7547.1,11332.8,14959.5
487,74.8,1711.0,3522.0,5296.7,6914.7,66.4,1832.9,3774.4,5696.5,7670.0,25.4,48.6,88.9,90.5,125.4,9.9,3595.0,7434.0,11162.6,14772.9
488,81.1,1583.8,3298.0,4941.2,6441.1,89.2,1941.6,4000.1,6031.0,8119.7,39.2,59.1,100.1,101.3,133.8,15.7,3588.0,7405.8,11116.5,14753.2
489,53.6,1514.0,3146.2,4715.4,6143.8,87.6,2073.5,4285.0,6443.0,8684.3,39.3,65.9,105.3,118.1,150.6,26.3,3630.6,7517.5,11274.8,15008.1
490,26.1,1444.3,2994.4,4489.6,5846.5,85.9,2205.4,4569.9,6855.0,9248.9,39.3,72.8,110.5,134.9,167.3,36.9,3673.2,7629.2,11433.1,15263.0
491,25.4,1362.2,2809.3,4230.6,5481.4,56.5,2300.7,4769.5,7182.3,9710.4,26.9,49.5,108.9,100.0,149.8,39.8,3701.0,7686.4,11528.0,15373.2
492,26.5,1279.4,2622.0,3969.4,5111.7,25.2,2393.5,4963.5,7504.0,10165.2,13.5,24.2,106.9,61.8,130.0,42.2,3727.9,7740.1,11618.7,15473.7
493,33.0,1207.3,2481.0,3746.2,4808.4,16.1,2522.0,5193.7,7848.5,10629.7,8.2,23.8,94.9,47.3,121.0,50.1,3782.8,7815.1,11766.9,15658.1
494,44.7,1145.8,2385.7,3560.5,4570.4,28.9,2685.4,5459.6,8215.5,11104.0,10.7,48.0,72.9,56.3,122.5,63.5,3865.3,7911.0,11971.8,15925.0
495,54.8,1084.2,2286.1,3376.4,4334.7,40.2,2843.1,5724.2,8586.1,11584.8,13.0,70.7,52.6,66.2,123.8,74.7,3946.2,8013.6,12178.4,16196.5
496,43.7,1020.5,2131.4,3212.8,4127.2,33.7,2929.0,5971.8,9001.8,12147.2,13.1,76.2,52.9,86.1,121.4,57.3,4007.2,8200.2,12407.6,16525.2
497,32.7,956.8,1976.6,3049.2,3919.7,27.1,3014.9,6219.5,9417.4,12709.7,13.2,81.7,53.3,106.1,119.1,39.9,4068.3,8386.7,12636.8,16853.9
498,31.8,910.3,1887.1,2911.0,3740.6,18.8,3146.4,6526.1,9879.7,13298.0,15.8,82.5,63.8,103.8,109.6,34.2,4163.6,8603.9,12947.5,17247.0
499,36.4,873.1,1832.9,2786.5,3577.0,9.4,3302.6,6864.5,10367.2,13900.2,19.9,80.7,79.8,89.5,96.2,34.7,4277.6,8837.5,13302.4,17675.0
