X,Y,Z,Y,x,y,ccss_fname,Date
0.0,0.0,0.0,0.0,0.333333,0.333333,RGBLEDFamily_07Feb11,2024-02-13T22:33:29.784309
0.0,0.0,0.0,0.0,0.333333,0.333333,RGBLEDFamily_07Feb11,2024-02-13T22:33:38.807657
0.012299,0.0129,0.016508,0.0129,0.294887,0.309301,RGBLEDFamily_07Feb11,2024-02-13T22:33:50.317572
0.028165,0.029991,0.039712,0.029991,0.287781,0.306445,RGBLEDFamily_07Feb11,2024-02-13T22:33:59.918933
0.058525,0.059759,0.075442,0.059759,0.302101,0.308472,RGBLEDFamily_07Feb11,2024-02-13T22:34:09.491182
0.101736,0.10399,0.121695,0.10399,0.310719,0.317602,RGBLEDFamily_07Feb11,2024-02-13T22:34:18.833791
0.164324,0.170982,0.19092,0.170982,0.312269,0.324921,RGBLEDFamily_07Feb11,2024-02-13T22:34:28.387367
0.248059,0.258833,0.281817,0.258833,0.314512,0.328173,RGBLEDFamily_07Feb11,2024-02-13T22:34:37.744740
0.365043,0.383696,0.398739,0.383696,0.318126,0.334382,RGBLEDFamily_07Feb11,2024-02-13T22:34:46.987155
0.512154,0.541311,0.561218,0.541311,0.317185,0.335243,RGBLEDFamily_07Feb11,2024-02-13T22:34:56.265609
0.717304,0.761834,0.796921,0.761834,0.315152,0.334716,RGBLEDFamily_07Feb11,2024-02-13T22:35:05.524606
0.967987,1.028881,1.056581,1.028881,0.317014,0.336957,RGBLEDFamily_07Feb11,2024-02-13T22:35:14.758388
1.330742,1.409698,1.459324,1.409698,0.316861,0.335661,RGBLEDFamily_07Feb11,2024-02-13T22:35:24.074489
1.773026,1.866335,1.937864,1.866335,0.317905,0.334635,RGBLEDFamily_07Feb11,2024-02-13T22:35:33.234375
2.320328,2.446895,2.526922,2.446895,0.318108,0.33546,RGBLEDFamily_07Feb11,2024-02-13T22:35:42.378930
2.91777,3.087753,3.136678,3.087753,0.319154,0.337747,RGBLEDFamily_07Feb11,2024-02-13T22:35:51.512696
3.664679,3.879975,3.935483,3.879975,0.319219,0.337973,RGBLEDFamily_07Feb11,2024-02-13T22:35:59.318639
4.682203,4.94505,4.997378,4.94505,0.320159,0.338132,RGBLEDFamily_07Feb11,2024-02-13T22:36:06.168825
5.831168,6.169109,6.241489,6.169109,0.31966,0.338186,RGBLEDFamily_07Feb11,2024-02-13T22:36:12.232163
7.274335,7.701579,7.788772,7.701579,0.319545,0.338313,RGBLEDFamily_07Feb11,2024-02-13T22:36:17.739389
9.02416,9.563268,9.578876,9.563268,0.320389,0.339529,RGBLEDFamily_07Feb11,2024-02-13T22:36:22.792749
11.17888,11.828438,11.921921,11.828438,0.320044,0.33864,RGBLEDFamily_07Feb11,2024-02-13T22:36:27.424689
13.642169,14.432848,14.653146,14.432848,0.319278,0.337783,RGBLEDFamily_07Feb11,2024-02-13T22:36:31.843819
16.599748,17.530201,17.858431,17.530201,0.319297,0.337195,RGBLEDFamily_07Feb11,2024-02-13T22:36:36.054378
20.063106,21.219794,21.485467,21.219794,0.319637,0.338065,RGBLEDFamily_07Feb11,2024-02-13T22:36:40.010322
24.129901,25.564782,25.865525,25.564782,0.319347,0.338337,RGBLEDFamily_07Feb11,2024-02-13T22:36:43.889237
29.227392,30.950634,31.370631,30.950634,0.319255,0.338079,RGBLEDFamily_07Feb11,2024-02-13T22:36:47.638556
35.098765,37.251057,37.639884,37.251057,0.31911,0.338678,RGBLEDFamily_07Feb11,2024-02-13T22:36:51.295099
42.049102,44.444708,44.985865,44.444708,0.319814,0.338035,RGBLEDFamily_07Feb11,2024-02-13T22:36:54.817615
50.253401,53.094652,53.840221,53.094652,0.319702,0.337777,RGBLEDFamily_07Feb11,2024-02-13T22:36:58.333718
60.213639,63.643014,65.171697,63.643014,0.318543,0.336685,RGBLEDFamily_07Feb11,2024-02-13T22:37:01.790789
71.798005,75.633284,77.940134,75.633284,0.318576,0.335594,RGBLEDFamily_07Feb11,2024-02-13T22:37:05.214045
85.580338,90.196156,92.76033,90.196156,0.318691,0.33588,RGBLEDFamily_07Feb11,2024-02-13T22:37:08.325001
101.816008,107.267734,110.435455,107.267734,0.318654,0.335716,RGBLEDFamily_07Feb11,2024-02-13T22:37:11.448951
120.48704,126.993407,130.471926,126.993407,0.318789,0.336004,RGBLEDFamily_07Feb11,2024-02-13T22:37:14.565340
140.884117,148.629111,152.862037,148.629111,0.318472,0.33598,RGBLEDFamily_07Feb11,2024-02-13T22:37:17.687473
164.554329,173.588123,179.285232,173.588123,0.318024,0.335483,RGBLEDFamily_07Feb11,2024-02-13T22:37:20.795805
190.794826,201.472738,207.240381,201.472738,0.318252,0.336063,RGBLEDFamily_07Feb11,2024-02-13T22:37:23.929624
221.342016,234.037167,241.244602,234.037167,0.317735,0.335959,RGBLEDFamily_07Feb11,2024-02-13T22:37:27.056892
258.526367,273.294474,280.982012,273.294474,0.318068,0.336237,RGBLEDFamily_07Feb11,2024-02-13T22:37:30.174172
299.971061,318.024943,326.616768,318.024943,0.31756,0.336672,RGBLEDFamily_07Feb11,2024-02-13T22:37:33.236611
348.265792,369.07335,379.809189,369.07335,0.317428,0.336393,RGBLEDFamily_07Feb11,2024-02-13T22:37:36.360845
404.477785,428.177271,441.915373,428.177271,0.317344,0.335938,RGBLEDFamily_07Feb11,2024-02-13T22:37:39.476993
467.724469,495.080645,511.938116,495.080645,0.317157,0.335706,RGBLEDFamily_07Feb11,2024-02-13T22:37:42.585350
539.350426,571.415865,591.895864,571.415865,0.316769,0.335601,RGBLEDFamily_07Feb11,2024-02-13T22:37:45.693562
625.097289,662.030429,686.328944,662.030429,0.316752,0.335467,RGBLEDFamily_07Feb11,2024-02-13T22:37:48.813981
721.037508,763.540756,790.875341,763.540756,0.316876,0.335555,RGBLEDFamily_07Feb11,2024-02-13T22:37:51.929217
831.87401,880.860662,914.751409,880.860662,0.316605,0.335248,RGBLEDFamily_07Feb11,2024-02-13T22:37:55.043122
957.048443,1013.449922,1053.785723,1013.449922,0.316455,0.335104,RGBLEDFamily_07Feb11,2024-02-13T22:37:58.162456
970.900037,1028.697219,1071.114048,1028.697219,0.316181,0.335003,RGBLEDFamily_07Feb11,2024-02-13T22:38:01.287013
971.149431,1029.195726,1072.120983,1029.195726,0.316081,0.334974,RGBLEDFamily_07Feb11,2024-02-13T22:38:04.405337
971.255091,1029.198353,1072.620092,1029.198353,0.316053,0.334908,RGBLEDFamily_07Feb11,2024-02-13T22:38:07.513811
969.914916,1027.678145,1071.270256,1027.678145,0.31605,0.334873,RGBLEDFamily_07Feb11,2024-02-13T22:38:10.639596
971.014509,1028.924216,1072.950374,1028.924216,0.315994,0.334839,RGBLEDFamily_07Feb11,2024-02-13T22:38:13.761991
970.479738,1028.564726,1072.948256,1028.564726,0.315912,0.33482,RGBLEDFamily_07Feb11,2024-02-13T22:38:16.883346
969.34933,1027.429965,1071.770377,1027.429965,0.315898,0.334826,RGBLEDFamily_07Feb11,2024-02-13T22:38:20.002658
970.046221,1028.095678,1072.776637,1028.095678,0.315881,0.334784,RGBLEDFamily_07Feb11,2024-02-13T22:38:23.132867
969.388955,1027.543027,1072.605355,1027.543027,0.315809,0.334755,RGBLEDFamily_07Feb11,2024-02-13T22:38:26.251494
969.669163,1027.930224,1073.110051,1027.930224,0.31578,0.334753,RGBLEDFamily_07Feb11,2024-02-13T22:38:29.364671
967.877084,1026.130627,1071.092281,1026.130627,0.315773,0.334779,RGBLEDFamily_07Feb11,2024-02-13T22:38:32.388072
969.077933,1027.267139,1072.602899,1027.267139,0.315769,0.334729,RGBLEDFamily_07Feb11,2024-02-13T22:38:35.517714
967.302687,1025.658076,1070.255184,1025.658076,0.31578,0.33483,RGBLEDFamily_07Feb11,2024-02-13T22:38:38.634132
967.68415,1025.935714,1070.590379,1025.935714,0.315802,0.334812,RGBLEDFamily_07Feb11,2024-02-13T22:38:41.741575
966.400433,1024.719102,1069.745576,1024.719102,0.315728,0.334781,RGBLEDFamily_07Feb11,2024-02-13T22:38:44.864098
