X,Y,Z,Y,x,y,ccss_fname,Date
0.0,0.0,0.0,0.0,0.333333,0.333333,RGBLEDFamily_07Feb11,2024-02-14T19:36:53.368388
0.0,0.0,0.0,0.0,0.333333,0.333333,RGBLEDFamily_07Feb11,2024-02-14T19:37:02.549550
0.009637,0.009251,0.011762,0.009251,0.314423,0.301835,RGBLEDFamily_07Feb11,2024-02-14T19:37:14.453128
0.02228,0.025182,0.031849,0.025182,0.280914,0.317514,RGBLEDFamily_07Feb11,2024-02-14T19:37:25.064391
0.048977,0.050515,0.063009,0.050515,0.301396,0.310858,RGBLEDFamily_07Feb11,2024-02-14T19:37:34.674534
0.08707,0.089328,0.107327,0.089328,0.306881,0.31484,RGBLEDFamily_07Feb11,2024-02-14T19:37:43.961410
0.144998,0.150205,0.168427,0.150205,0.312745,0.323976,RGBLEDFamily_07Feb11,2024-02-14T19:37:53.534486
0.224227,0.23264,0.251893,0.23264,0.316365,0.328235,RGBLEDFamily_07Feb11,2024-02-14T19:38:02.907368
0.340556,0.356881,0.371552,0.356881,0.318578,0.333849,RGBLEDFamily_07Feb11,2024-02-14T19:38:12.164684
0.49313,0.519302,0.536556,0.519302,0.318356,0.335252,RGBLEDFamily_07Feb11,2024-02-14T19:38:21.450494
0.694335,0.735866,0.76074,0.735866,0.316912,0.335868,RGBLEDFamily_07Feb11,2024-02-14T19:38:30.702832
0.970185,1.033324,1.046156,1.033324,0.318128,0.338832,RGBLEDFamily_07Feb11,2024-02-14T19:38:39.907099
1.288971,1.367549,1.394788,1.367549,0.318162,0.337557,RGBLEDFamily_07Feb11,2024-02-14T19:38:49.073501
1.728721,1.833394,1.861511,1.833394,0.318739,0.338038,RGBLEDFamily_07Feb11,2024-02-14T19:38:58.234353
2.28221,2.425568,2.456137,2.425568,0.31857,0.338581,RGBLEDFamily_07Feb11,2024-02-14T19:39:07.430711
2.960879,3.13713,3.171625,3.13713,0.319417,0.338431,RGBLEDFamily_07Feb11,2024-02-14T19:39:16.374749
3.780806,4.015252,4.035644,4.015252,0.319549,0.339364,RGBLEDFamily_07Feb11,2024-02-14T19:39:24.086693
4.813653,5.093103,5.114477,5.093103,0.320457,0.33906,RGBLEDFamily_07Feb11,2024-02-14T19:39:30.827404
6.015731,6.356055,6.435501,6.356055,0.319862,0.337957,RGBLEDFamily_07Feb11,2024-02-14T19:39:36.791572
7.549416,7.979792,8.06657,7.979792,0.319948,0.338187,RGBLEDFamily_07Feb11,2024-02-14T19:39:42.224388
9.315977,9.851716,9.950356,9.851716,0.319938,0.338337,RGBLEDFamily_07Feb11,2024-02-14T19:39:47.164233
11.495825,12.156605,12.326255,12.156605,0.319518,0.337884,RGBLEDFamily_07Feb11,2024-02-14T19:39:51.816010
14.200057,15.034765,15.228338,15.034765,0.319367,0.33814,RGBLEDFamily_07Feb11,2024-02-14T19:39:56.117414
17.260465,18.252386,18.47119,18.252386,0.319733,0.338107,RGBLEDFamily_07Feb11,2024-02-14T19:40:00.114277
20.987564,22.22527,22.439434,22.22527,0.319678,0.33853,RGBLEDFamily_07Feb11,2024-02-14T19:40:04.087636
25.454172,26.951226,27.413733,26.951226,0.318898,0.337654,RGBLEDFamily_07Feb11,2024-02-14T19:40:07.868073
30.980166,32.745803,33.369249,32.745803,0.31907,0.337255,RGBLEDFamily_07Feb11,2024-02-14T19:40:11.525863
37.515588,39.545529,40.406513,39.545529,0.31937,0.33665,RGBLEDFamily_07Feb11,2024-02-14T19:40:15.150435
